Report Date,Race,Number of Cases,Number of Hospitalizations,Number of Deaths,Health District Name,Scrape_Time
Three Rivers,5/21/2020,White,153,16,3,2020-05-21 20:59:55.779002
Central Virginia,5/21/2020,Not Reported,88,3,0,2020-05-21 20:59:55.779002
Eastern Shore,5/21/2020,Other,26,2,1,2020-05-21 20:59:55.779002
Crater,5/21/2020,Black or African American,258,59,7,2020-05-21 20:59:55.779002
Mount Rogers,5/21/2020,Black or African American,2,0,0,2020-05-21 20:59:55.779002
Central Shenandoah,5/21/2020,White,841,82,24,2020-05-21 20:59:55.779002
Southside,5/21/2020,White,55,12,6,2020-05-21 20:59:55.779002
Southside,5/21/2020,Not Reported,109,11,8,2020-05-21 20:59:55.779002
Chesapeake,5/21/2020,White,190,34,6,2020-05-21 20:59:55.779002
New River,5/21/2020,Other,0,0,0,2020-05-21 20:59:55.779002
Norfolk,5/21/2020,Black or African American,198,37,4,2020-05-21 20:59:55.779002
Central Shenandoah,5/21/2020,Other,205,13,1,2020-05-21 20:59:55.779002
Southside,5/21/2020,Other,29,1,5,2020-05-21 20:59:55.779002
Pittsylvania-Danville,5/21/2020,Other,1,0,0,2020-05-21 20:59:55.779002
Cumberland Plateau,5/21/2020,White,19,2,0,2020-05-21 20:59:55.779002
Rappahannock Rapidan,5/21/2020,Black or African American,39,10,1,2020-05-21 20:59:55.779002
Fairfax,5/21/2020,Not Reported,2165,98,85,2020-05-21 20:59:55.779002
Chesapeake,5/21/2020,Not Reported,37,2,0,2020-05-21 20:59:55.779002
Thomas Jefferson,5/21/2020,White,222,27,8,2020-05-21 20:59:55.779002
Richmond,5/21/2020,Other,210,32,1,2020-05-21 20:59:55.779002
Peninsula,5/21/2020,Black or African American,138,31,9,2020-05-21 20:59:55.779002
Henrico,5/21/2020,Other,151,12,3,2020-05-21 20:59:55.779002
Cumberland Plateau,5/21/2020,Black or African American,12,0,0,2020-05-21 20:59:55.779002
Loudoun,5/21/2020,Other,374,49,7,2020-05-21 20:59:55.779002
Crater,5/21/2020,Other,17,2,1,2020-05-21 20:59:55.779002
Arlington,5/21/2020,Black or African American,124,48,21,2020-05-21 20:59:55.779002
Alexandria,5/21/2020,Black or African American,238,49,8,2020-05-21 20:59:55.779002
Richmond,5/21/2020,Black or African American,312,70,16,2020-05-21 20:59:55.779002
Lord Fairfax,5/21/2020,Not Reported,142,2,4,2020-05-21 20:59:55.779002
Fairfax,5/21/2020,Black or African American,559,126,22,2020-05-21 20:59:55.779002
Thomas Jefferson,5/21/2020,Black or African American,107,36,4,2020-05-21 20:59:55.779002
West Piedmont,5/21/2020,White,62,6,2,2020-05-21 20:59:55.779002
Rappahannock,5/21/2020,Not Reported,393,22,0,2020-05-21 20:59:55.779002
Central Shenandoah,5/21/2020,Not Reported,205,6,1,2020-05-21 20:59:55.779002
Peninsula,5/21/2020,White,270,73,21,2020-05-21 20:59:55.779002
Rappahannock Rapidan,5/21/2020,White,361,31,8,2020-05-21 20:59:55.779002
Prince William,5/21/2020,White,1072,226,59,2020-05-21 20:59:55.779002
New River,5/21/2020,Not Reported,29,0,0,2020-05-21 20:59:55.779002
Chesterfield,5/21/2020,Not Reported,546,3,9,2020-05-21 20:59:55.779002
Alleghany,5/21/2020,Other,2,0,0,2020-05-21 20:59:55.779002
Lenowisco,5/21/2020,White,34,14,3,2020-05-21 20:59:55.779002
Western Tidewater,5/21/2020,White,145,22,16,2020-05-21 20:59:55.779002
Hampton,5/21/2020,Other,7,2,0,2020-05-21 20:59:55.779002
Alleghany,5/21/2020,White,117,20,6,2020-05-21 20:59:55.779002
Chickahominy,5/21/2020,Other,14,5,0,2020-05-21 20:59:55.779002
New River,5/21/2020,Black or African American,5,1,0,2020-05-21 20:59:55.779002
Virginia Beach,5/21/2020,Not Reported,79,3,0,2020-05-21 20:59:55.779002
Rappahannock Rapidan,5/21/2020,Other,53,12,0,2020-05-21 20:59:55.779002
Piedmont,5/21/2020,Not Reported,271,7,1,2020-05-21 20:59:55.779002
Portsmouth,5/21/2020,Other,16,2,0,2020-05-21 20:59:55.779002
Pittsylvania-Danville,5/21/2020,Not Reported,10,3,0,2020-05-21 20:59:55.779002
West Piedmont,5/21/2020,Not Reported,14,1,0,2020-05-21 20:59:55.779002
Norfolk,5/21/2020,White,105,18,2,2020-05-21 20:59:55.779002
Hampton,5/21/2020,White,37,4,0,2020-05-21 20:59:55.779002
Western Tidewater,5/21/2020,Black or African American,222,33,12,2020-05-21 20:59:55.779002
Prince William,5/21/2020,Not Reported,2611,35,2,2020-05-21 20:59:55.779002
Fairfax,5/21/2020,White,2328,375,143,2020-05-21 20:59:55.779002
Lenowisco,5/21/2020,Other,1,0,0,2020-05-21 20:59:55.779002
Rappahannock Rapidan,5/21/2020,Not Reported,446,17,2,2020-05-21 20:59:55.779002
Three Rivers,5/21/2020,Black or African American,147,10,0,2020-05-21 20:59:55.779002
Henrico,5/21/2020,Black or African American,498,92,49,2020-05-21 20:59:55.779002
Lenowisco,5/21/2020,Not Reported,9,1,1,2020-05-21 20:59:55.779002
Chesapeake,5/21/2020,Other,38,5,2,2020-05-21 20:59:55.779002
Crater,5/21/2020,Not Reported,109,3,1,2020-05-21 20:59:55.779002
Chickahominy,5/21/2020,Not Reported,130,3,1,2020-05-21 20:59:55.779002
Eastern Shore,5/21/2020,Black or African American,540,43,14,2020-05-21 20:59:55.779002
Alexandria,5/21/2020,Other,328,45,1,2020-05-21 20:59:55.779002
Chesterfield,5/21/2020,Black or African American,223,35,7,2020-05-21 20:59:55.779002
Roanoke,5/21/2020,Not Reported,43,0,0,2020-05-21 20:59:55.779002
Rappahannock,5/21/2020,Black or African American,122,22,3,2020-05-21 20:59:55.779002
Lord Fairfax,5/21/2020,White,681,72,27,2020-05-21 20:59:55.779002
Southside,5/22/2020,Not Reported,110,11,8,2020-05-22 20:07:59.062192
Chesapeake,5/22/2020,White,197,34,6,2020-05-22 20:07:59.062192
New River,5/22/2020,Other,0,0,0,2020-05-22 20:07:59.062192
Norfolk,5/22/2020,Black or African American,201,37,4,2020-05-22 20:07:59.062192
Central Shenandoah,5/22/2020,Other,209,13,1,2020-05-22 20:07:59.062192
Southside,5/22/2020,Other,32,1,5,2020-05-22 20:07:59.062192
Pittsylvania-Danville,5/22/2020,Other,1,0,0,2020-05-22 20:07:59.062192
Cumberland Plateau,5/22/2020,White,19,2,0,2020-05-22 20:07:59.062192
Rappahannock Rapidan,5/22/2020,Black or African American,47,10,1,2020-05-22 20:07:59.062192
Fairfax,5/22/2020,Not Reported,2196,97,91,2020-05-22 20:07:59.062192
Chesapeake,5/22/2020,Not Reported,34,2,0,2020-05-22 20:07:59.062192
Thomas Jefferson,5/22/2020,White,225,27,9,2020-05-22 20:07:59.062192
Richmond,5/22/2020,Other,234,34,1,2020-05-22 20:07:59.062192
Peninsula,5/22/2020,Black or African American,138,31,9,2020-05-22 20:07:59.062192
Henrico,5/22/2020,Other,165,12,3,2020-05-22 20:07:59.062192
Cumberland Plateau,5/22/2020,Black or African American,12,0,0,2020-05-22 20:07:59.062192
Loudoun,5/22/2020,Other,381,50,7,2020-05-22 20:07:59.062192
Crater,5/22/2020,Other,17,2,1,2020-05-22 20:07:59.062192
Arlington,5/22/2020,Black or African American,125,49,21,2020-05-22 20:07:59.062192
Alexandria,5/22/2020,Black or African American,246,50,8,2020-05-22 20:07:59.062192
Richmond,5/22/2020,Black or African American,321,72,16,2020-05-22 20:07:59.062192
Lord Fairfax,5/22/2020,Not Reported,145,3,4,2020-05-22 20:07:59.062192
Fairfax,5/22/2020,Black or African American,563,127,22,2020-05-22 20:07:59.062192
Thomas Jefferson,5/22/2020,Black or African American,107,36,4,2020-05-22 20:07:59.062192
West Piedmont,5/22/2020,White,64,6,2,2020-05-22 20:07:59.062192
Rappahannock,5/22/2020,Not Reported,401,22,0,2020-05-22 20:07:59.062192
Central Shenandoah,5/22/2020,Not Reported,206,6,1,2020-05-22 20:07:59.062192
Peninsula,5/22/2020,White,271,73,22,2020-05-22 20:07:59.062192
Rappahannock Rapidan,5/22/2020,White,371,32,8,2020-05-22 20:07:59.062192
Prince William,5/22/2020,White,1085,227,60,2020-05-22 20:07:59.062192
New River,5/22/2020,Not Reported,29,0,0,2020-05-22 20:07:59.062192
Chesterfield,5/22/2020,Not Reported,553,3,9,2020-05-22 20:07:59.062192
Alleghany,5/22/2020,Other,2,0,0,2020-05-22 20:07:59.062192
Lenowisco,5/22/2020,White,33,14,3,2020-05-22 20:07:59.062192
Western Tidewater,5/22/2020,White,147,23,16,2020-05-22 20:07:59.062192
Hampton,5/22/2020,Other,7,2,0,2020-05-22 20:07:59.062192
Alleghany,5/22/2020,White,117,20,13,2020-05-22 20:07:59.062192
Roanoke,5/22/2020,Black or African American,18,4,2,2020-05-22 20:07:59.062192
Alleghany,5/22/2020,Black or African American,5,1,1,2020-05-22 20:07:59.062192
Richmond,5/22/2020,Not Reported,210,3,0,2020-05-22 20:07:59.062192
Central Virginia,5/22/2020,Other,2,1,0,2020-05-22 20:07:59.062192
Rappahannock,5/22/2020,Other,266,39,1,2020-05-22 20:07:59.062192
Roanoke,5/22/2020,Other,2,0,0,2020-05-22 20:07:59.062192
Piedmont,5/22/2020,Black or African American,196,26,1,2020-05-22 20:07:59.062192
Chesterfield,5/22/2020,Other,143,2,0,2020-05-22 20:07:59.062192
Portsmouth,5/22/2020,Black or African American,119,27,7,2020-05-22 20:07:59.062192
Portsmouth,5/22/2020,Not Reported,60,2,2,2020-05-22 20:07:59.062192
Norfolk,5/22/2020,Not Reported,50,0,0,2020-05-22 20:07:59.062192
Eastern Shore,5/22/2020,White,241,12,12,2020-05-22 20:07:59.062192
Eastern Shore,5/22/2020,Not Reported,108,1,0,2020-05-22 20:07:59.062192
Roanoke,5/22/2020,White,73,3,7,2020-05-22 20:07:59.062192
Three Rivers,5/22/2020,Other,42,3,0,2020-05-22 20:07:59.062192
Fairfax,5/22/2020,Other,3710,594,69,2020-05-22 20:07:59.062192
Henrico,5/22/2020,Not Reported,236,1,2,2020-05-22 20:07:59.062192
Lord Fairfax,5/22/2020,Other,151,16,5,2020-05-22 20:07:59.062192
Piedmont,5/22/2020,Other,13,2,0,2020-05-22 20:07:59.062192
Lenowisco,5/22/2020,Black or African American,0,0,0,2020-05-22 20:07:59.062192
Arlington,5/22/2020,White,551,119,42,2020-05-22 20:07:59.062192
Hampton,5/22/2020,Black or African American,99,24,3,2020-05-22 20:07:59.062192
Alexandria,5/22/2020,White,614,66,23,2020-05-22 20:07:59.062192
Hampton,5/22/2020,Not Reported,26,0,0,2020-05-22 20:07:59.062192
Mount Rogers,5/22/2020,White,216,17,6,2020-05-22 20:07:59.062192
Alexandria,5/22/2020,Not Reported,468,14,5,2020-05-22 20:07:59.062192
Chickahominy,5/22/2020,Black or African American,67,25,7,2020-05-22 20:07:59.062192
Chesapeake,5/22/2020,Black or African American,148,41,5,2020-05-22 20:07:59.062192
Western Tidewater,5/22/2020,Not Reported,179,2,1,2020-05-22 20:07:59.062192
Cumberland Plateau,5/22/2020,Not Reported,1,0,0,2020-05-22 20:07:59.062192
Western Tidewater,5/22/2020,Other,25,1,2,2020-05-22 20:07:59.062192
Loudoun,5/22/2020,Black or African American,85,10,2,2020-05-22 20:07:59.062192
Rappahannock,5/22/2020,Black or African American,122,22,3,2020-05-22 20:07:59.062192
Lord Fairfax,5/22/2020,White,699,74,27,2020-05-22 20:07:59.062192
Three Rivers,5/22/2020,White,156,16,3,2020-05-22 20:07:59.062192
Central Virginia,5/22/2020,Not Reported,90,3,0,2020-05-22 20:07:59.062192
Eastern Shore,5/22/2020,Other,24,2,1,2020-05-22 20:07:59.062192
Crater,5/22/2020,Black or African American,259,59,7,2020-05-22 20:07:59.062192
Mount Rogers,5/22/2020,Black or African American,2,0,0,2020-05-22 20:07:59.062192
Central Shenandoah,5/22/2020,White,859,84,24,2020-05-22 20:07:59.062192
Southside,5/22/2020,White,57,12,6,2020-05-22 20:07:59.062192
Prince William,5/22/2020,Other,1102,156,10,2020-05-22 20:07:59.062192
Arlington,5/22/2020,Not Reported,739,66,11,2020-05-22 20:07:59.062192
West Piedmont,5/22/2020,Black or African American,31,5,0,2020-05-22 20:07:59.062192
Peninsula,5/22/2020,Other,30,7,1,2020-05-22 20:07:59.062192
Norfolk,5/22/2020,Other,30,4,0,2020-05-22 20:07:59.062192
Lord Fairfax,5/22/2020,Black or African American,36,3,1,2020-05-22 20:07:59.062192
Mount Rogers,5/22/2020,Not Reported,19,1,0,2020-05-22 20:07:59.062192
Central Virginia,5/22/2020,Black or African American,20,2,1,2020-05-22 20:07:59.062192
West Piedmont,5/22/2020,Other,16,1,1,2020-05-22 20:07:59.062192
Portsmouth,5/22/2020,White,55,9,2,2020-05-22 20:07:59.062192
Thomas Jefferson,5/22/2020,Not Reported,22,0,0,2020-05-22 20:07:59.062192
Three Rivers,5/22/2020,Not Reported,103,4,3,2020-05-22 20:07:59.062192
Virginia Beach,5/22/2020,Black or African American,140,17,3,2020-05-22 20:07:59.062192
Prince William,5/22/2020,Black or African American,391,76,19,2020-05-22 20:07:59.062192
Loudoun,5/22/2020,Not Reported,770,4,6,2020-05-22 20:07:59.062192
Loudoun,5/22/2020,White,571,85,36,2020-05-22 20:07:59.062192
Peninsula,5/22/2020,Not Reported,93,2,0,2020-05-22 20:07:59.062192
Pittsylvania-Danville,5/22/2020,Black or African American,27,7,0,2020-05-22 20:07:59.062192
Henrico,5/22/2020,White,470,69,62,2020-05-22 20:07:59.062192
Richmond,5/22/2020,White,169,18,3,2020-05-22 20:07:59.062192
Southside,5/22/2020,Black or African American,43,10,2,2020-05-22 20:07:59.062192
Chickahominy,5/22/2020,White,174,44,18,2020-05-22 20:07:59.062192
Thomas Jefferson,5/22/2020,Other,47,5,1,2020-05-22 20:07:59.062192
Virginia Beach,5/22/2020,Other,66,20,2,2020-05-22 20:07:59.062192
Central Shenandoah,5/22/2020,Black or African American,64,3,2,2020-05-22 20:07:59.062192
Chesterfield,5/22/2020,White,340,35,21,2020-05-22 20:07:59.062192
Central Virginia,5/22/2020,White,70,9,3,2020-05-22 20:07:59.062192
Rappahannock,5/22/2020,White,340,48,10,2020-05-22 20:07:59.062192
New River,5/22/2020,White,56,11,1,2020-05-22 20:07:59.062192
Mount Rogers,5/22/2020,Other,25,2,0,2020-05-22 20:07:59.062192
Crater,5/22/2020,White,85,17,5,2020-05-22 20:07:59.062192
Alleghany,5/22/2020,Not Reported,47,3,0,2020-05-22 20:07:59.062192
Arlington,5/22/2020,Other,380,112,17,2020-05-22 20:07:59.062192
Piedmont,5/22/2020,White,155,8,3,2020-05-22 20:07:59.062192
Cumberland Plateau,5/22/2020,Other,0,0,0,2020-05-22 20:07:59.062192
Pittsylvania-Danville,5/22/2020,White,34,14,3,2020-05-22 20:07:59.062192
Virginia Beach,5/22/2020,White,308,50,14,2020-05-22 20:07:59.062192
Chickahominy,5/22/2020,Other,14,5,0,2020-05-22 20:07:59.062192
New River,5/22/2020,Black or African American,5,1,0,2020-05-22 20:07:59.062192
Virginia Beach,5/22/2020,Not Reported,77,3,0,2020-05-22 20:07:59.062192
Rappahannock Rapidan,5/22/2020,Other,53,12,0,2020-05-22 20:07:59.062192
Piedmont,5/22/2020,Not Reported,271,7,1,2020-05-22 20:07:59.062192
Portsmouth,5/22/2020,Other,17,2,0,2020-05-22 20:07:59.062192
Pittsylvania-Danville,5/22/2020,Not Reported,11,3,0,2020-05-22 20:07:59.062192
West Piedmont,5/22/2020,Not Reported,16,1,0,2020-05-22 20:07:59.062192
Norfolk,5/22/2020,White,107,18,2,2020-05-22 20:07:59.062192
Hampton,5/22/2020,White,37,4,0,2020-05-22 20:07:59.062192
Western Tidewater,5/22/2020,Black or African American,225,34,12,2020-05-22 20:07:59.062192
Prince William,5/22/2020,Not Reported,2729,37,2,2020-05-22 20:07:59.062192
Fairfax,5/22/2020,White,2362,380,148,2020-05-22 20:07:59.062192
Lenowisco,5/22/2020,Other,1,0,0,2020-05-22 20:07:59.062192
Rappahannock Rapidan,5/22/2020,Not Reported,463,17,2,2020-05-22 20:07:59.062192
Three Rivers,5/22/2020,Black or African American,150,10,0,2020-05-22 20:07:59.062192
Henrico,5/22/2020,Black or African American,504,92,50,2020-05-22 20:07:59.062192
Lenowisco,5/22/2020,Not Reported,8,1,1,2020-05-22 20:07:59.062192
Chesapeake,5/22/2020,Other,40,5,2,2020-05-22 20:07:59.062192
Crater,5/22/2020,Not Reported,113,3,1,2020-05-22 20:07:59.062192
Chickahominy,5/22/2020,Not Reported,131,3,1,2020-05-22 20:07:59.062192
Eastern Shore,5/22/2020,Black or African American,544,44,14,2020-05-22 20:07:59.062192
Alexandria,5/22/2020,Other,329,45,1,2020-05-22 20:07:59.062192
Chesterfield,5/22/2020,Black or African American,225,35,7,2020-05-22 20:07:59.062192
Roanoke,5/22/2020,Not Reported,47,0,0,2020-05-22 20:07:59.062192
Mount Rogers,5/23/2020,Other,26,2,0,2020-05-23 20:43:55.770130
Crater,5/23/2020,White,92,17,5,2020-05-23 20:43:55.770130
Alleghany,5/23/2020,Not Reported,46,3,0,2020-05-23 20:43:55.770130
Arlington,5/23/2020,Other,373,112,18,2020-05-23 20:43:55.770130
Piedmont,5/23/2020,White,157,8,3,2020-05-23 20:43:55.770130
Cumberland Plateau,5/23/2020,Other,0,0,0,2020-05-23 20:43:55.770130
Pittsylvania-Danville,5/23/2020,White,35,15,3,2020-05-23 20:43:55.770130
Roanoke,5/23/2020,Black or African American,18,4,2,2020-05-23 20:43:55.770130
Alleghany,5/23/2020,Black or African American,5,1,1,2020-05-23 20:43:55.770130
Richmond,5/23/2020,Not Reported,223,3,0,2020-05-23 20:43:55.770130
Central Virginia,5/23/2020,Other,2,1,0,2020-05-23 20:43:55.770130
Rappahannock,5/23/2020,Other,277,40,1,2020-05-23 20:43:55.770130
Roanoke,5/23/2020,Other,2,0,0,2020-05-23 20:43:55.770130
Piedmont,5/23/2020,Black or African American,203,26,1,2020-05-23 20:43:55.770130
Chesterfield,5/23/2020,Other,149,2,0,2020-05-23 20:43:55.770130
Portsmouth,5/23/2020,Black or African American,120,27,7,2020-05-23 20:43:55.770130
Portsmouth,5/23/2020,Not Reported,60,2,2,2020-05-23 20:43:55.770130
Norfolk,5/23/2020,Not Reported,51,0,0,2020-05-23 20:43:55.770130
Eastern Shore,5/23/2020,White,242,12,12,2020-05-23 20:43:55.770130
Eastern Shore,5/23/2020,Not Reported,117,1,0,2020-05-23 20:43:55.770130
Roanoke,5/23/2020,White,75,3,7,2020-05-23 20:43:55.770130
Three Rivers,5/23/2020,Other,44,3,0,2020-05-23 20:43:55.770130
Fairfax,5/23/2020,Other,3806,601,70,2020-05-23 20:43:55.770130
Henrico,5/23/2020,Not Reported,254,1,2,2020-05-23 20:43:55.770130
Lord Fairfax,5/23/2020,Other,161,18,6,2020-05-23 20:43:55.770130
Piedmont,5/23/2020,Other,13,2,0,2020-05-23 20:43:55.770130
Lenowisco,5/23/2020,Black or African American,0,0,0,2020-05-23 20:43:55.770130
Arlington,5/23/2020,White,594,119,44,2020-05-23 20:43:55.770130
Hampton,5/23/2020,Black or African American,99,24,3,2020-05-23 20:43:55.770130
Alexandria,5/23/2020,White,623,66,24,2020-05-23 20:43:55.770130
Hampton,5/23/2020,Not Reported,28,0,0,2020-05-23 20:43:55.770130
Mount Rogers,5/23/2020,White,219,17,6,2020-05-23 20:43:55.770130
Alexandria,5/23/2020,Not Reported,488,14,5,2020-05-23 20:43:55.770130
Chickahominy,5/23/2020,Black or African American,67,25,7,2020-05-23 20:43:55.770130
Chesapeake,5/23/2020,Black or African American,150,41,5,2020-05-23 20:43:55.770130
Western Tidewater,5/23/2020,Not Reported,181,2,1,2020-05-23 20:43:55.770130
Cumberland Plateau,5/23/2020,Not Reported,1,0,0,2020-05-23 20:43:55.770130
Western Tidewater,5/23/2020,Other,27,1,2,2020-05-23 20:43:55.770130
Loudoun,5/23/2020,Black or African American,85,10,2,2020-05-23 20:43:55.770130
Virginia Beach,5/23/2020,White,310,50,14,2020-05-23 20:43:55.770130
Chickahominy,5/23/2020,Other,14,5,0,2020-05-23 20:43:55.770130
New River,5/23/2020,Black or African American,5,1,0,2020-05-23 20:43:55.770130
Virginia Beach,5/23/2020,Not Reported,82,3,0,2020-05-23 20:43:55.770130
Rappahannock Rapidan,5/23/2020,Other,56,12,0,2020-05-23 20:43:55.770130
Piedmont,5/23/2020,Not Reported,271,7,1,2020-05-23 20:43:55.770130
Portsmouth,5/23/2020,Other,17,2,0,2020-05-23 20:43:55.770130
Pittsylvania-Danville,5/23/2020,Not Reported,11,3,0,2020-05-23 20:43:55.770130
West Piedmont,5/23/2020,Not Reported,16,1,0,2020-05-23 20:43:55.770130
Norfolk,5/23/2020,White,107,20,2,2020-05-23 20:43:55.770130
Lenowisco,5/23/2020,White,33,14,3,2020-05-23 20:43:55.770130
Western Tidewater,5/23/2020,White,152,23,16,2020-05-23 20:43:55.770130
Hampton,5/23/2020,Other,7,2,0,2020-05-23 20:43:55.770130
Alleghany,5/23/2020,White,121,20,13,2020-05-23 20:43:55.770130
Prince William,5/23/2020,Other,1127,157,10,2020-05-23 20:43:55.770130
Arlington,5/23/2020,Not Reported,709,66,12,2020-05-23 20:43:55.770130
West Piedmont,5/23/2020,Black or African American,34,7,1,2020-05-23 20:43:55.770130
Peninsula,5/23/2020,Other,30,7,1,2020-05-23 20:43:55.770130
Norfolk,5/23/2020,Other,33,4,0,2020-05-23 20:43:55.770130
Lord Fairfax,5/23/2020,Black or African American,36,3,1,2020-05-23 20:43:55.770130
Mount Rogers,5/23/2020,Not Reported,17,1,0,2020-05-23 20:43:55.770130
Central Virginia,5/23/2020,Black or African American,20,2,1,2020-05-23 20:43:55.770130
West Piedmont,5/23/2020,Other,17,1,1,2020-05-23 20:43:55.770130
Portsmouth,5/23/2020,White,56,9,2,2020-05-23 20:43:55.770130
Thomas Jefferson,5/23/2020,Not Reported,21,0,0,2020-05-23 20:43:55.770130
Three Rivers,5/23/2020,Not Reported,114,4,3,2020-05-23 20:43:55.770130
Virginia Beach,5/23/2020,Black or African American,140,17,3,2020-05-23 20:43:55.770130
Prince William,5/23/2020,Black or African American,396,76,20,2020-05-23 20:43:55.770130
Loudoun,5/23/2020,Not Reported,782,4,6,2020-05-23 20:43:55.770130
Loudoun,5/23/2020,White,577,85,37,2020-05-23 20:43:55.770130
Peninsula,5/23/2020,Not Reported,101,2,0,2020-05-23 20:43:55.770130
Pittsylvania-Danville,5/23/2020,Black or African American,27,7,0,2020-05-23 20:43:55.770130
Henrico,5/23/2020,White,477,71,63,2020-05-23 20:43:55.770130
Richmond,5/23/2020,White,173,17,2,2020-05-23 20:43:55.770130
Southside,5/23/2020,Black or African American,43,11,2,2020-05-23 20:43:55.770130
