Report Date,Health District,Ethnicity,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
6/10/2020,Rappahannock,Hispanic or Latino,676,65,2,2020-06-10 20:37:28.068980
6/10/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-06-10 20:37:28.068980
6/10/2020,Virginia Beach,Hispanic or Latino,74,6,1,2020-06-10 20:37:28.068980
6/10/2020,Prince William,Not Hispanic or Latino,1239,253,99,2020-06-10 20:37:28.068980
6/10/2020,Central Virginia,Not Reported,153,4,0,2020-06-10 20:37:28.068980
6/10/2020,Central Shenandoah,Not Hispanic or Latino,772,85,23,2020-06-10 20:37:28.068980
6/10/2020,Hampton,Hispanic or Latino,29,2,0,2020-06-10 20:37:28.068980
6/10/2020,Roanoke,Hispanic or Latino,64,0,0,2020-06-10 20:37:28.068980
6/11/2020,Southside,Not Reported,188,26,12,2020-06-11 20:32:05.113617
6/11/2020,Lord Fairfax,Hispanic or Latino,448,27,7,2020-06-11 20:32:05.113617
6/11/2020,Eastern Shore,Not Hispanic or Latino,923,82,37,2020-06-11 20:32:05.113617
6/11/2020,Portsmouth,Hispanic or Latino,13,2,0,2020-06-11 20:32:05.113617
6/11/2020,Fairfax,Not Reported,3224,109,94,2020-06-11 20:32:05.113617
6/11/2020,Richmond,Hispanic or Latino,556,53,1,2020-06-11 20:32:05.113617
6/11/2020,Chesapeake,Not Reported,111,7,0,2020-06-11 20:32:05.113617
6/11/2020,Arlington,Hispanic or Latino,1092,188,18,2020-06-11 20:32:05.113617
6/11/2020,West Piedmont,Not Hispanic or Latino,173,20,4,2020-06-11 20:32:05.113617
6/11/2020,Fairfax,Not Hispanic or Latino,3313,713,288,2020-06-11 20:32:05.113617
6/11/2020,Piedmont,Hispanic or Latino,29,0,1,2020-06-11 20:32:05.113617
6/11/2020,Crater,Not Hispanic or Latino,376,74,11,2020-06-11 20:32:05.113617
6/11/2020,Chickahominy,Not Hispanic or Latino,229,71,30,2020-06-11 20:32:05.113617
6/11/2020,New River,Not Hispanic or Latino,92,17,4,2020-06-11 20:32:05.113617
6/11/2020,Lord Fairfax,Not Reported,458,21,14,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock,Not Reported,688,26,1,2020-06-11 20:32:05.113617
6/11/2020,Central Shenandoah,Not Reported,246,7,5,2020-06-11 20:32:05.113617
6/11/2020,Central Virginia,Not Hispanic or Latino,80,12,3,2020-06-11 20:32:05.113617
6/11/2020,Lenowisco,Not Hispanic or Latino,25,11,2,2020-06-11 20:32:05.113617
6/11/2020,Cumberland Plateau,Not Hispanic or Latino,21,2,0,2020-06-11 20:32:05.113617
6/11/2020,Western Tidewater,Not Hispanic or Latino,405,74,44,2020-06-11 20:32:05.113617
6/11/2020,New River,Not Reported,38,0,0,2020-06-11 20:32:05.113617
6/11/2020,Chesterfield,Not Reported,1362,23,18,2020-06-11 20:32:05.113617
6/11/2020,Chesterfield,Hispanic or Latino,417,17,1,2020-06-11 20:32:05.113617
6/11/2020,Hampton,Not Hispanic or Latino,158,33,4,2020-06-11 20:32:05.113617
6/11/2020,Chesapeake,Not Hispanic or Latino,445,82,14,2020-06-11 20:32:05.113617
6/11/2020,Peninsula,Hispanic or Latino,109,10,1,2020-06-11 20:32:05.113617
6/11/2020,Arlington,Not Reported,313,29,14,2020-06-11 20:32:05.113617
6/11/2020,Roanoke,Not Hispanic or Latino,80,10,9,2020-06-11 20:32:05.113617
6/11/2020,Lord Fairfax,Not Hispanic or Latino,769,89,39,2020-06-11 20:32:05.113617
6/11/2020,Eastern Shore,Hispanic or Latino,214,6,3,2020-06-11 20:32:05.113617
6/11/2020,Mount Rogers,Not Reported,26,0,0,2020-06-11 20:32:05.113617
6/11/2020,Three Rivers,Not Hispanic or Latino,323,31,7,2020-06-11 20:32:05.113617
6/11/2020,Thomas Jefferson,Not Reported,108,0,0,2020-06-11 20:32:05.113617
6/11/2020,Three Rivers,Not Reported,180,11,2,2020-06-11 20:32:05.113617
6/11/2020,Arlington,Not Hispanic or Latino,894,179,92,2020-06-11 20:32:05.113617
6/11/2020,Alleghany,Not Hispanic or Latino,133,20,13,2020-06-11 20:32:05.113617
6/11/2020,Loudoun,Not Reported,1771,8,6,2020-06-11 20:32:05.113617
6/11/2020,Fairfax,Hispanic or Latino,6399,656,50,2020-06-11 20:32:05.113617
6/11/2020,Peninsula,Not Reported,142,2,0,2020-06-11 20:32:05.113617
6/11/2020,Crater,Hispanic or Latino,65,2,2,2020-06-11 20:32:05.113617
6/11/2020,Piedmont,Not Hispanic or Latino,459,50,4,2020-06-11 20:32:05.113617
6/11/2020,Henrico,Hispanic or Latino,346,27,5,2020-06-11 20:32:05.113617
6/11/2020,Alexandria,Not Hispanic or Latino,751,112,42,2020-06-11 20:32:05.113617
6/11/2020,Central Virginia,Hispanic or Latino,20,1,1,2020-06-11 20:32:05.113617
6/11/2020,Alleghany,Not Reported,79,1,1,2020-06-11 20:32:05.113617
6/11/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-06-11 20:32:05.113617
6/11/2020,Western Tidewater,Hispanic or Latino,5,1,0,2020-06-11 20:32:05.113617
6/11/2020,Chesterfield,Not Hispanic or Latino,416,77,36,2020-06-11 20:32:05.113617
6/11/2020,Pittsylvania-Danville,Not Hispanic or Latino,86,23,3,2020-06-11 20:32:05.113617
6/11/2020,Mount Rogers,Hispanic or Latino,139,0,0,2020-06-11 20:32:05.113617
6/11/2020,Richmond,Not Reported,694,28,3,2020-06-11 20:32:05.113617
6/11/2020,Peninsula,Not Hispanic or Latino,459,108,32,2020-06-11 20:32:05.113617
6/11/2020,Chesapeake,Hispanic or Latino,66,9,1,2020-06-11 20:32:05.113617
6/11/2020,Southside,Hispanic or Latino,2,1,0,2020-06-11 20:32:05.113617
6/11/2020,Thomas Jefferson,Not Hispanic or Latino,398,73,19,2020-06-11 20:32:05.113617
6/11/2020,Norfolk,Not Hispanic or Latino,350,63,7,2020-06-11 20:32:05.113617
6/11/2020,Portsmouth,Not Reported,193,13,1,2020-06-11 20:32:05.113617
6/11/2020,Norfolk,Not Reported,153,0,0,2020-06-11 20:32:05.113617
6/11/2020,Three Rivers,Hispanic or Latino,67,1,0,2020-06-11 20:32:05.113617
6/11/2020,Eastern Shore,Not Reported,106,1,0,2020-06-11 20:32:05.113617
6/11/2020,Alleghany,Hispanic or Latino,38,4,0,2020-06-11 20:32:05.113617
6/11/2020,Henrico,Not Reported,806,30,18,2020-06-11 20:32:05.113617
6/11/2020,Henrico,Not Hispanic or Latino,1018,172,112,2020-06-11 20:32:05.113617
6/11/2020,Loudoun,Not Hispanic or Latino,684,115,58,2020-06-11 20:32:05.113617
6/11/2020,Hampton,Not Reported,46,2,1,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock Rapidan,Not Hispanic or Latino,288,38,11,2020-06-11 20:32:05.113617
6/11/2020,Alexandria,Not Reported,195,5,0,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock,Not Hispanic or Latino,571,88,20,2020-06-11 20:32:05.113617
6/11/2020,Western Tidewater,Not Reported,271,2,1,2020-06-11 20:32:05.113617
6/11/2020,Cumberland Plateau,Not Reported,14,0,0,2020-06-11 20:32:05.113617
6/11/2020,Alexandria,Hispanic or Latino,1181,101,6,2020-06-11 20:32:05.113617
6/11/2020,Virginia Beach,Not Hispanic or Latino,570,95,24,2020-06-11 20:32:05.113617
6/11/2020,Prince William,Hispanic or Latino,3219,418,36,2020-06-11 20:32:05.113617
6/11/2020,Virginia Beach,Not Reported,181,5,2,2020-06-11 20:32:05.113617
6/11/2020,Central Shenandoah,Hispanic or Latino,713,43,3,2020-06-11 20:32:05.113617
6/11/2020,Pittsylvania-Danville,Hispanic or Latino,14,1,0,2020-06-11 20:32:05.113617
6/11/2020,Mount Rogers,Not Hispanic or Latino,341,52,19,2020-06-11 20:32:05.113617
6/11/2020,Piedmont,Not Reported,369,13,2,2020-06-11 20:32:05.113617
6/11/2020,Southside,Not Hispanic or Latino,111,17,14,2020-06-11 20:32:05.113617
6/11/2020,Thomas Jefferson,Hispanic or Latino,163,5,0,2020-06-11 20:32:05.113617
6/11/2020,Pittsylvania-Danville,Not Reported,17,6,0,2020-06-11 20:32:05.113617
6/11/2020,Norfolk,Hispanic or Latino,116,11,0,2020-06-11 20:32:05.113617
6/11/2020,Portsmouth,Not Hispanic or Latino,158,41,10,2020-06-11 20:32:05.113617
6/11/2020,West Piedmont,Not Reported,57,4,1,2020-06-11 20:32:05.113617
6/11/2020,Richmond,Not Hispanic or Latino,459,103,22,2020-06-11 20:32:05.113617
6/11/2020,West Piedmont,Hispanic or Latino,82,5,0,2020-06-11 20:32:05.113617
6/11/2020,Prince William,Not Reported,3566,21,1,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock Rapidan,Not Reported,433,17,2,2020-06-11 20:32:05.113617
6/11/2020,Chickahominy,Hispanic or Latino,33,2,0,2020-06-11 20:32:05.113617
6/11/2020,Lenowisco,Not Reported,20,5,2,2020-06-11 20:32:05.113617
6/11/2020,New River,Hispanic or Latino,16,1,0,2020-06-11 20:32:05.113617
6/11/2020,Crater,Not Reported,698,32,8,2020-06-11 20:32:05.113617
6/11/2020,Chickahominy,Not Reported,277,23,4,2020-06-11 20:32:05.113617
6/11/2020,Loudoun,Hispanic or Latino,774,78,5,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock Rapidan,Hispanic or Latino,603,43,5,2020-06-11 20:32:05.113617
6/11/2020,Roanoke,Not Reported,72,0,1,2020-06-11 20:32:05.113617
6/11/2020,Rappahannock,Hispanic or Latino,691,66,2,2020-06-11 20:32:05.113617
6/11/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-06-11 20:32:05.113617
6/11/2020,Virginia Beach,Hispanic or Latino,81,7,1,2020-06-11 20:32:05.113617
6/11/2020,Prince William,Not Hispanic or Latino,1243,256,99,2020-06-11 20:32:05.113617
6/11/2020,Central Virginia,Not Reported,153,4,0,2020-06-11 20:32:05.113617
6/11/2020,Central Shenandoah,Not Hispanic or Latino,781,88,24,2020-06-11 20:32:05.113617
6/11/2020,Hampton,Hispanic or Latino,29,2,0,2020-06-11 20:32:05.113617
6/11/2020,Roanoke,Hispanic or Latino,70,0,0,2020-06-11 20:32:05.113617
6/12/2020,Southside,Not Reported,188,26,12,2020-06-12 20:27:50.005218
6/12/2020,Lord Fairfax,Hispanic or Latino,458,28,7,2020-06-12 20:27:50.005218
6/12/2020,Eastern Shore,Not Hispanic or Latino,926,85,37,2020-06-12 20:27:50.005218
6/12/2020,Portsmouth,Hispanic or Latino,13,2,0,2020-06-12 20:27:50.005218
6/12/2020,Fairfax,Not Reported,3219,109,92,2020-06-12 20:27:50.005218
6/12/2020,Richmond,Hispanic or Latino,572,54,2,2020-06-12 20:27:50.005218
6/12/2020,Chesapeake,Not Reported,122,7,0,2020-06-12 20:27:50.005218
6/12/2020,Arlington,Hispanic or Latino,1114,189,19,2020-06-12 20:27:50.005218
6/12/2020,West Piedmont,Not Hispanic or Latino,181,23,4,2020-06-12 20:27:50.005218
6/12/2020,Fairfax,Not Hispanic or Latino,3340,713,292,2020-06-12 20:27:50.005218
6/12/2020,Piedmont,Hispanic or Latino,30,0,1,2020-06-12 20:27:50.005218
6/12/2020,Crater,Not Hispanic or Latino,387,75,11,2020-06-12 20:27:50.005218
6/12/2020,Chickahominy,Not Hispanic or Latino,232,71,30,2020-06-12 20:27:50.005218
6/12/2020,New River,Not Hispanic or Latino,92,17,4,2020-06-12 20:27:50.005218
6/12/2020,Lord Fairfax,Not Reported,464,21,14,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock,Not Reported,701,26,1,2020-06-12 20:27:50.005218
6/12/2020,Central Shenandoah,Not Reported,247,7,5,2020-06-12 20:27:50.005218
6/12/2020,Central Virginia,Not Hispanic or Latino,81,12,3,2020-06-12 20:27:50.005218
6/12/2020,Lenowisco,Not Hispanic or Latino,25,11,2,2020-06-12 20:27:50.005218
6/12/2020,Cumberland Plateau,Not Hispanic or Latino,21,2,0,2020-06-12 20:27:50.005218
6/12/2020,Western Tidewater,Not Hispanic or Latino,405,74,44,2020-06-12 20:27:50.005218
6/12/2020,New River,Not Reported,38,0,0,2020-06-12 20:27:50.005218
6/12/2020,Chesterfield,Not Reported,1413,23,17,2020-06-12 20:27:50.005218
6/12/2020,Chesterfield,Hispanic or Latino,429,21,1,2020-06-12 20:27:50.005218
6/12/2020,Hampton,Not Hispanic or Latino,159,33,4,2020-06-12 20:27:50.005218
6/12/2020,Chesapeake,Not Hispanic or Latino,448,83,15,2020-06-12 20:27:50.005218
6/12/2020,Peninsula,Hispanic or Latino,111,9,0,2020-06-12 20:27:50.005218
6/12/2020,Arlington,Not Reported,279,26,14,2020-06-12 20:27:50.005218
6/12/2020,Roanoke,Not Hispanic or Latino,82,10,9,2020-06-12 20:27:50.005218
6/12/2020,Lord Fairfax,Not Hispanic or Latino,781,90,40,2020-06-12 20:27:50.005218
6/12/2020,Eastern Shore,Hispanic or Latino,214,6,3,2020-06-12 20:27:50.005218
6/12/2020,Mount Rogers,Not Reported,31,1,0,2020-06-12 20:27:50.005218
6/12/2020,Three Rivers,Not Hispanic or Latino,327,32,7,2020-06-12 20:27:50.005218
6/12/2020,Thomas Jefferson,Not Reported,111,1,0,2020-06-12 20:27:50.005218
6/12/2020,Three Rivers,Not Reported,178,11,2,2020-06-12 20:27:50.005218
6/12/2020,Arlington,Not Hispanic or Latino,914,182,92,2020-06-12 20:27:50.005218
6/12/2020,Alleghany,Not Hispanic or Latino,134,21,13,2020-06-12 20:27:50.005218
6/12/2020,Loudoun,Not Reported,1801,8,6,2020-06-12 20:27:50.005218
6/12/2020,Fairfax,Hispanic or Latino,6428,660,51,2020-06-12 20:27:50.005218
6/12/2020,Peninsula,Not Reported,151,2,0,2020-06-12 20:27:50.005218
6/12/2020,Crater,Hispanic or Latino,71,2,2,2020-06-12 20:27:50.005218
6/12/2020,Piedmont,Not Hispanic or Latino,470,55,4,2020-06-12 20:27:50.005218
6/12/2020,Henrico,Hispanic or Latino,352,29,5,2020-06-12 20:27:50.005218
6/12/2020,Alexandria,Not Hispanic or Latino,753,115,42,2020-06-12 20:27:50.005218
6/12/2020,Central Virginia,Hispanic or Latino,20,1,1,2020-06-12 20:27:50.005218
6/12/2020,Alleghany,Not Reported,84,1,1,2020-06-12 20:27:50.005218
6/12/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-06-12 20:27:50.005218
6/12/2020,Western Tidewater,Hispanic or Latino,5,1,0,2020-06-12 20:27:50.005218
6/12/2020,Chesterfield,Not Hispanic or Latino,428,82,37,2020-06-12 20:27:50.005218
6/12/2020,Pittsylvania-Danville,Not Hispanic or Latino,89,24,3,2020-06-12 20:27:50.005218
6/12/2020,Mount Rogers,Hispanic or Latino,139,0,0,2020-06-12 20:27:50.005218
6/12/2020,Richmond,Not Reported,684,27,3,2020-06-12 20:27:50.005218
6/12/2020,Peninsula,Not Hispanic or Latino,469,109,33,2020-06-12 20:27:50.005218
6/12/2020,Chesapeake,Hispanic or Latino,66,9,1,2020-06-12 20:27:50.005218
6/12/2020,Southside,Hispanic or Latino,2,1,0,2020-06-12 20:27:50.005218
6/12/2020,Thomas Jefferson,Not Hispanic or Latino,404,73,19,2020-06-12 20:27:50.005218
6/12/2020,Norfolk,Not Hispanic or Latino,354,63,7,2020-06-12 20:27:50.005218
6/12/2020,Portsmouth,Not Reported,197,11,1,2020-06-12 20:27:50.005218
6/12/2020,Norfolk,Not Reported,159,0,0,2020-06-12 20:27:50.005218
6/12/2020,Three Rivers,Hispanic or Latino,67,2,0,2020-06-12 20:27:50.005218
6/12/2020,Eastern Shore,Not Reported,106,1,0,2020-06-12 20:27:50.005218
6/12/2020,Alleghany,Hispanic or Latino,38,4,0,2020-06-12 20:27:50.005218
6/12/2020,Henrico,Not Reported,806,30,18,2020-06-12 20:27:50.005218
6/12/2020,Henrico,Not Hispanic or Latino,1035,172,113,2020-06-12 20:27:50.005218
6/12/2020,Loudoun,Not Hispanic or Latino,689,116,59,2020-06-12 20:27:50.005218
6/12/2020,Hampton,Not Reported,46,2,1,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock Rapidan,Not Hispanic or Latino,293,39,11,2020-06-12 20:27:50.005218
6/12/2020,Alexandria,Not Reported,185,5,0,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock,Not Hispanic or Latino,589,93,21,2020-06-12 20:27:50.005218
6/12/2020,Western Tidewater,Not Reported,275,2,1,2020-06-12 20:27:50.005218
6/12/2020,Cumberland Plateau,Not Reported,14,0,0,2020-06-12 20:27:50.005218
6/12/2020,Alexandria,Hispanic or Latino,1190,102,6,2020-06-12 20:27:50.005218
6/12/2020,Virginia Beach,Not Hispanic or Latino,590,95,24,2020-06-12 20:27:50.005218
6/12/2020,Prince William,Hispanic or Latino,3268,442,36,2020-06-12 20:27:50.005218
6/12/2020,Virginia Beach,Not Reported,172,5,2,2020-06-12 20:27:50.005218
6/12/2020,Central Shenandoah,Hispanic or Latino,715,43,3,2020-06-12 20:27:50.005218
6/12/2020,Pittsylvania-Danville,Hispanic or Latino,16,1,0,2020-06-12 20:27:50.005218
6/12/2020,Mount Rogers,Not Hispanic or Latino,345,55,20,2020-06-12 20:27:50.005218
6/12/2020,Piedmont,Not Reported,374,13,2,2020-06-12 20:27:50.005218
6/12/2020,Southside,Not Hispanic or Latino,112,17,14,2020-06-12 20:27:50.005218
6/12/2020,Thomas Jefferson,Hispanic or Latino,165,5,0,2020-06-12 20:27:50.005218
6/12/2020,Pittsylvania-Danville,Not Reported,17,6,0,2020-06-12 20:27:50.005218
6/12/2020,Norfolk,Hispanic or Latino,117,11,0,2020-06-12 20:27:50.005218
6/12/2020,Portsmouth,Not Hispanic or Latino,160,43,10,2020-06-12 20:27:50.005218
6/12/2020,West Piedmont,Not Reported,52,4,1,2020-06-12 20:27:50.005218
6/12/2020,Richmond,Not Hispanic or Latino,477,104,23,2020-06-12 20:27:50.005218
6/12/2020,West Piedmont,Hispanic or Latino,87,5,0,2020-06-12 20:27:50.005218
6/12/2020,Prince William,Not Reported,3574,23,1,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock Rapidan,Not Reported,435,17,2,2020-06-12 20:27:50.005218
6/12/2020,Chickahominy,Hispanic or Latino,33,2,0,2020-06-12 20:27:50.005218
6/12/2020,Lenowisco,Not Reported,20,5,2,2020-06-12 20:27:50.005218
6/12/2020,New River,Hispanic or Latino,16,1,0,2020-06-12 20:27:50.005218
6/12/2020,Crater,Not Reported,702,32,8,2020-06-12 20:27:50.005218
6/12/2020,Chickahominy,Not Reported,281,22,4,2020-06-12 20:27:50.005218
6/12/2020,Loudoun,Hispanic or Latino,790,80,5,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock Rapidan,Hispanic or Latino,604,43,5,2020-06-12 20:27:50.005218
6/12/2020,Roanoke,Not Reported,79,0,1,2020-06-12 20:27:50.005218
6/12/2020,Rappahannock,Hispanic or Latino,698,67,2,2020-06-12 20:27:50.005218
6/12/2020,Lenowisco,Hispanic or Latino,0,0,0,2020-06-12 20:27:50.005218
6/12/2020,Virginia Beach,Hispanic or Latino,85,7,1,2020-06-12 20:27:50.005218
6/12/2020,Prince William,Not Hispanic or Latino,1248,260,101,2020-06-12 20:27:50.005218
6/12/2020,Central Virginia,Not Reported,159,4,0,2020-06-12 20:27:50.005218
6/12/2020,Central Shenandoah,Not Hispanic or Latino,794,88,24,2020-06-12 20:27:50.005218
6/12/2020,Hampton,Hispanic or Latino,29,2,0,2020-06-12 20:27:50.005218
6/12/2020,Roanoke,Hispanic or Latino,71,1,0,2020-06-12 20:27:50.005218
6/13/2020,Southside,Not Reported,190,26,10,2020-06-13 20:44:52.913687
6/13/2020,Lord Fairfax,Hispanic or Latino,463,32,7,2020-06-13 20:44:52.913687
6/13/2020,Eastern Shore,Not Hispanic or Latino,928,86,38,2020-06-13 20:44:52.913687
6/13/2020,Portsmouth,Hispanic or Latino,13,2,0,2020-06-13 20:44:52.913687
6/13/2020,Fairfax,Not Reported,3224,106,83,2020-06-13 20:44:52.913687
6/13/2020,Richmond,Hispanic or Latino,603,55,2,2020-06-13 20:44:52.913687
6/13/2020,Chesapeake,Not Reported,123,6,0,2020-06-13 20:44:52.913687
6/13/2020,Arlington,Hispanic or Latino,1124,192,19,2020-06-13 20:44:52.913687
6/13/2020,West Piedmont,Not Hispanic or Latino,186,25,4,2020-06-13 20:44:52.913687
6/13/2020,Fairfax,Not Hispanic or Latino,3367,720,301,2020-06-13 20:44:52.913687
6/13/2020,Piedmont,Hispanic or Latino,32,0,1,2020-06-13 20:44:52.913687
6/13/2020,Crater,Not Hispanic or Latino,402,79,12,2020-06-13 20:44:52.913687
6/13/2020,Chickahominy,Not Hispanic or Latino,239,73,31,2020-06-13 20:44:52.913687
6/13/2020,New River,Not Hispanic or Latino,93,17,4,2020-06-13 20:44:52.913687
6/13/2020,Lord Fairfax,Not Reported,451,21,12,2020-06-13 20:44:52.913687
6/13/2020,Rappahannock,Not Reported,716,26,1,2020-06-13 20:44:52.913687
6/13/2020,Central Shenandoah,Not Reported,242,6,4,2020-06-13 20:44:52.913687
6/13/2020,Central Virginia,Not Hispanic or Latino,82,12,3,2020-06-13 20:44:52.913687
6/13/2020,Lenowisco,Not Hispanic or Latino,25,11,2,2020-06-13 20:44:52.913687
6/13/2020,Cumberland Plateau,Not Hispanic or Latino,21,2,0,2020-06-13 20:44:52.913687
6/13/2020,Western Tidewater,Not Hispanic or Latino,413,75,44,2020-06-13 20:44:52.913687
6/13/2020,New River,Not Reported,39,0,0,2020-06-13 20:44:52.913687
6/13/2020,Chesterfield,Not Reported,1438,23,16,2020-06-13 20:44:52.913687
6/13/2020,Chesterfield,Hispanic or Latino,446,21,1,2020-06-13 20:44:52.913687
6/13/2020,Hampton,Not Hispanic or Latino,159,33,4,2020-06-13 20:44:52.913687
6/13/2020,Chesapeake,Not Hispanic or Latino,460,85,15,2020-06-13 20:44:52.913687
6/13/2020,Peninsula,Hispanic or Latino,128,10,0,2020-06-13 20:44:52.913687
6/13/2020,Arlington,Not Reported,272,23,11,2020-06-13 20:44:52.913687
6/13/2020,Roanoke,Not Hispanic or Latino,83,10,9,2020-06-13 20:44:52.913687
6/13/2020,Lord Fairfax,Not Hispanic or Latino,803,93,42,2020-06-13 20:44:52.913687
6/13/2020,Eastern Shore,Hispanic or Latino,216,6,3,2020-06-13 20:44:52.913687
6/13/2020,Mount Rogers,Not Reported,49,3,0,2020-06-13 20:44:52.913687
6/13/2020,Three Rivers,Not Hispanic or Latino,328,33,8,2020-06-13 20:44:52.913687
6/13/2020,Thomas Jefferson,Not Reported,110,1,0,2020-06-13 20:44:52.913687
6/13/2020,Three Rivers,Not Reported,181,11,1,2020-06-13 20:44:52.913687
6/13/2020,Arlington,Not Hispanic or Latino,925,183,95,2020-06-13 20:44:52.913687
6/13/2020,Alleghany,Not Hispanic or Latino,136,22,13,2020-06-13 20:44:52.913687
6/13/2020,Loudoun,Not Reported,1829,8,5,2020-06-13 20:44:52.913687
6/13/2020,Fairfax,Hispanic or Latino,6471,660,52,2020-06-13 20:44:52.913687
6/13/2020,Peninsula,Not Reported,135,2,0,2020-06-13 20:44:52.913687
6/13/2020,Crater,Hispanic or Latino,76,2,2,2020-06-13 20:44:52.913687
6/13/2020,Piedmont,Not Hispanic or Latino,476,57,4,2020-06-13 20:44:52.913687
6/13/2020,Henrico,Hispanic or Latino,372,28,4,2020-06-13 20:44:52.913687
6/13/2020,Alexandria,Not Hispanic or Latino,755,115,42,2020-06-13 20:44:52.913687
6/13/2020,Central Virginia,Hispanic or Latino,20,1,1,2020-06-13 20:44:52.913687
6/13/2020,Alleghany,Not Reported,86,1,1,2020-06-13 20:44:52.913687
6/13/2020,Cumberland Plateau,Hispanic or Latino,0,0,0,2020-06-13 20:44:52.913687
6/13/2020,Western Tidewater,Hispanic or Latino,5,1,0,2020-06-13 20:44:52.913687
6/13/2020,Chesterfield,Not Hispanic or Latino,432,83,39,2020-06-13 20:44:52.913687
6/13/2020,Pittsylvania-Danville,Not Hispanic or Latino,89,24,3,2020-06-13 20:44:52.913687
6/13/2020,Mount Rogers,Hispanic or Latino,140,0,0,2020-06-13 20:44:52.913687
6/13/2020,Richmond,Not Reported,693,27,3,2020-06-13 20:44:52.913687
6/13/2020,Peninsula,Not Hispanic or Latino,476,109,33,2020-06-13 20:44:52.913687
6/13/2020,Chesapeake,Hispanic or Latino,67,9,1,2020-06-13 20:44:52.913687
6/13/2020,Southside,Hispanic or Latino,2,1,0,2020-06-13 20:44:52.913687
6/13/2020,Thomas Jefferson,Not Hispanic or Latino,406,74,19,2020-06-13 20:44:52.913687
6/13/2020,Norfolk,Not Hispanic or Latino,360,68,7,2020-06-13 20:44:52.913687
6/13/2020,Portsmouth,Not Reported,201,11,2,2020-06-13 20:44:52.913687
