Health District Name,Report Date,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths,Scrape_Time
Alleghany,6/25/2020,50-59,57,5,1,2020-06-25 20:03:02.672611
Prince William,6/25/2020,40-49,1881,138,6,2020-06-25 20:03:02.672611
Fairfax,6/25/2020,Missing,150,3,0,2020-06-25 20:03:02.672611
Virginia Beach,6/25/2020,40-49,157,19,1,2020-06-25 20:03:02.672611
Richmond,6/25/2020,Missing,18,0,0,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,40-49,118,12,0,2020-06-25 20:03:02.672611
Piedmont,6/25/2020,80+,47,14,6,2020-06-25 20:03:02.672611
Virginia Beach,6/25/2020,60-69,134,17,1,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,40-49,70,7,2,2020-06-25 20:03:02.672611
Arlington,6/25/2020,10-19,91,5,0,2020-06-25 20:03:02.672611
Lenowisco,6/25/2020,0-9,3,0,0,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,50-59,33,9,0,2020-06-25 20:03:02.672611
Virginia Beach,6/25/2020,50-59,138,13,0,2020-06-25 20:03:02.672611
Chesapeake,6/25/2020,Missing,10,1,0,2020-06-25 20:03:02.672611
Central Shenandoah,6/25/2020,80+,94,21,12,2020-06-25 20:03:02.672611
Thomas Jefferson,6/25/2020,40-49,140,7,0,2020-06-25 20:03:02.672611
Rappahannock Rapidan,6/25/2020,60-69,110,16,2,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,30-39,148,10,0,2020-06-25 20:03:02.672611
Rappahannock Rapidan,6/25/2020,Missing,7,0,0,2020-06-25 20:03:02.672611
Lord Fairfax,6/25/2020,80+,129,31,34,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,10-19,22,0,0,2020-06-25 20:03:02.672611
Piedmont,6/25/2020,40-49,184,8,0,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,80+,17,7,3,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,20-29,161,1,0,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,50-59,120,18,1,2020-06-25 20:03:02.672611
Thomas Jefferson,6/25/2020,50-59,106,9,1,2020-06-25 20:03:02.672611
Richmond,6/25/2020,70-79,77,34,12,2020-06-25 20:03:02.672611
Chesterfield,6/25/2020,70-79,122,21,14,2020-06-25 20:03:02.672611
Piedmont,6/25/2020,30-39,186,2,0,2020-06-25 20:03:02.672611
Prince William,6/25/2020,30-39,1659,90,2,2020-06-25 20:03:02.672611
Alleghany,6/25/2020,20-29,75,1,0,2020-06-25 20:03:02.672611
Alleghany,6/25/2020,0-9,8,0,0,2020-06-25 20:03:02.672611
Mount Rogers,6/25/2020,40-49,94,3,1,2020-06-25 20:03:02.672611
Eastern Shore,6/25/2020,40-49,245,10,2,2020-06-25 20:03:02.672611
Central Virginia,6/25/2020,60-69,41,4,2,2020-06-25 20:03:02.672611
Richmond,6/25/2020,10-19,173,2,0,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,60-69,22,8,1,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,Missing,0,0,0,2020-06-25 20:03:02.672611
Chesterfield,6/25/2020,60-69,266,32,9,2020-06-25 20:03:02.672611
Southside,6/25/2020,10-19,6,0,0,2020-06-25 20:03:02.672611
New River,6/25/2020,80+,12,4,1,2020-06-25 20:03:02.672611
Central Virginia,6/25/2020,50-59,50,2,1,2020-06-25 20:03:02.672611
Hampton,6/25/2020,70-79,18,7,0,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,10-19,7,0,0,2020-06-25 20:03:02.672611
Richmond,6/25/2020,60-69,188,44,6,2020-06-25 20:03:02.672611
Chickahominy,6/25/2020,40-49,81,11,1,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,80+,32,5,3,2020-06-25 20:03:02.672611
Rappahannock,6/25/2020,30-39,462,21,0,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,0-9,26,1,0,2020-06-25 20:03:02.672611
Cumberland Plateau,6/25/2020,40-49,8,0,0,2020-06-25 20:03:02.672611
Eastern Shore,6/25/2020,10-19,57,1,0,2020-06-25 20:03:02.672611
Mount Rogers,6/25/2020,10-19,49,0,0,2020-06-25 20:03:02.672611
Rappahannock Rapidan,6/25/2020,0-9,70,1,0,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,0-9,9,1,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,40-49,364,24,1,2020-06-25 20:03:02.672611
Alexandria,6/25/2020,50-59,296,47,9,2020-06-25 20:03:02.672611
Arlington,6/25/2020,0-9,43,2,0,2020-06-25 20:03:02.672611
Chickahominy,6/25/2020,Missing,12,0,0,2020-06-25 20:03:02.672611
New River,6/25/2020,20-29,45,0,0,2020-06-25 20:03:02.672611
Virginia Beach,6/25/2020,20-29,224,4,0,2020-06-25 20:03:02.672611
Chesapeake,6/25/2020,50-59,124,19,1,2020-06-25 20:03:02.672611
Alleghany,6/25/2020,80+,24,8,5,2020-06-25 20:03:02.672611
Fairfax,6/25/2020,10-19,766,23,0,2020-06-25 20:03:02.672611
Chesapeake,6/25/2020,60-69,103,24,4,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,Missing,0,0,0,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,80+,50,24,15,2020-06-25 20:03:02.672611
Crater,6/25/2020,40-49,202,14,1,2020-06-25 20:03:02.672611
Chesapeake,6/25/2020,40-49,128,19,0,2020-06-25 20:03:02.672611
Thomas Jefferson,6/25/2020,20-29,136,1,0,2020-06-25 20:03:02.672611
Lord Fairfax,6/25/2020,20-29,325,4,0,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,20-29,206,2,0,2020-06-25 20:03:02.672611
Arlington,6/25/2020,30-39,440,42,0,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,60-69,43,5,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,50-59,306,32,8,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,50-59,86,10,1,2020-06-25 20:03:02.672611
Cumberland Plateau,6/25/2020,20-29,2,0,0,2020-06-25 20:03:02.672611
Alexandria,6/25/2020,70-79,100,37,16,2020-06-25 20:03:02.672611
Portsmouth,6/25/2020,20-29,87,5,0,2020-06-25 20:03:02.672611
Western Tidewater,6/25/2020,30-39,106,6,0,2020-06-25 20:03:02.672611
Central Shenandoah,6/25/2020,0-9,52,0,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,80+,309,65,69,2020-06-25 20:03:02.672611
Alexandria,6/25/2020,0-9,125,2,0,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,40-49,40,5,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,20-29,336,14,0,2020-06-25 20:03:02.672611
Roanoke,6/25/2020,60-69,28,3,0,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,30-39,143,7,1,2020-06-25 20:03:02.672611
Alleghany,6/25/2020,60-69,37,7,1,2020-06-25 20:03:02.672611
Prince William,6/25/2020,70-79,282,77,39,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,60-69,76,24,1,2020-06-25 20:03:02.672611
Southside,6/25/2020,40-49,46,5,0,2020-06-25 20:03:02.672611
Chesterfield,6/25/2020,30-39,579,4,0,2020-06-25 20:03:02.672611
Loudoun,6/25/2020,70-79,137,40,14,2020-06-25 20:03:02.672611
Central Virginia,6/25/2020,40-49,48,0,0,2020-06-25 20:03:02.672611
New River,6/25/2020,Missing,0,0,0,2020-06-25 20:03:02.672611
Chickahominy,6/25/2020,20-29,79,0,0,2020-06-25 20:03:02.672611
New River,6/25/2020,0-9,3,0,0,2020-06-25 20:03:02.672611
Cumberland Plateau,6/25/2020,0-9,0,0,0,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,70-79,32,7,5,2020-06-25 20:03:02.672611
Rappahannock Rapidan,6/25/2020,40-49,287,19,2,2020-06-25 20:03:02.672611
Hampton,6/25/2020,0-9,10,0,0,2020-06-25 20:03:02.672611
Piedmont,6/25/2020,50-59,177,19,0,2020-06-25 20:03:02.672611
Rappahannock,6/25/2020,20-29,400,11,0,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,20-29,50,1,0,2020-06-25 20:03:02.672611
Arlington,6/25/2020,70-79,172,72,32,2020-06-25 20:03:02.672611
Lord Fairfax,6/25/2020,60-69,210,41,11,2020-06-25 20:03:02.672611
Western Tidewater,6/25/2020,0-9,7,0,0,2020-06-25 20:03:02.672611
Rappahannock,6/25/2020,70-79,94,27,14,2020-06-25 20:03:02.672611
Prince William,6/25/2020,80+,221,73,63,2020-06-25 20:03:02.672611
Hampton,6/25/2020,80+,5,3,2,2020-06-25 20:03:02.672611
Alexandria,6/25/2020,80+,87,28,22,2020-06-25 20:03:02.672611
Mount Rogers,6/25/2020,60-69,78,7,0,2020-06-25 20:03:02.672611
Eastern Shore,6/25/2020,60-69,176,28,8,2020-06-25 20:03:02.672611
Lord Fairfax,6/25/2020,70-79,122,33,14,2020-06-25 20:03:02.672611
New River,6/25/2020,30-39,22,1,0,2020-06-25 20:03:02.672611
Chesapeake,6/25/2020,10-19,40,1,0,2020-06-25 20:03:02.672611
Hampton,6/25/2020,40-49,43,3,0,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,Missing,7,0,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,70-79,205,44,34,2020-06-25 20:03:02.672611
Western Tidewater,6/25/2020,20-29,65,2,0,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,0-9,33,0,0,2020-06-25 20:03:02.672611
Loudoun,6/25/2020,40-49,769,45,1,2020-06-25 20:03:02.672611
Pittsylvania-Danville,6/25/2020,30-39,20,1,0,2020-06-25 20:03:02.672611
Loudoun,6/25/2020,20-29,627,6,0,2020-06-25 20:03:02.672611
Crater,6/25/2020,60-69,207,40,10,2020-06-25 20:03:02.672611
Loudoun,6/25/2020,80+,187,50,64,2020-06-25 20:03:02.672611
Arlington,6/25/2020,80+,204,84,66,2020-06-25 20:03:02.672611
Virginia Beach,6/25/2020,10-19,52,0,0,2020-06-25 20:03:02.672611
Mount Rogers,6/25/2020,80+,72,24,16,2020-06-25 20:03:02.672611
Eastern Shore,6/25/2020,80+,50,21,18,2020-06-25 20:03:02.672611
Crater,6/25/2020,10-19,47,0,0,2020-06-25 20:03:02.672611
Lenowisco,6/25/2020,30-39,5,1,1,2020-06-25 20:03:02.672611
Norfolk,6/25/2020,Missing,7,1,0,2020-06-25 20:03:02.672611
Henrico,6/25/2020,Missing,34,1,1,2020-06-25 20:03:02.672611
New River,6/25/2020,40-49,28,1,0,2020-06-25 20:03:02.672611
Central Virginia,6/25/2020,0-9,7,0,0,2020-06-25 20:03:02.672611
New River,6/25/2020,70-79,15,8,4,2020-06-25 20:03:02.672611
Loudoun,6/25/2020,0-9,138,3,0,2020-06-25 20:03:02.672611
Central Virginia,6/25/2020,70-79,21,4,2,2020-06-25 20:03:02.672611
Southside,6/25/2020,0-9,3,0,0,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,40-49,126,11,2,2020-06-25 20:03:02.672611
Chickahominy,6/25/2020,30-39,83,2,0,2020-06-25 20:03:02.672611
Central Shenandoah,6/25/2020,60-69,248,40,8,2020-06-25 20:03:02.672611
Western Tidewater,6/25/2020,60-69,119,13,6,2020-06-25 20:03:02.672611
Cumberland Plateau,6/25/2020,30-39,5,0,0,2020-06-25 20:03:02.672611
Portsmouth,6/25/2020,10-19,14,0,0,2020-06-25 20:03:02.672611
Chesterfield,6/25/2020,Missing,68,0,0,2020-06-25 20:03:02.672611
Alexandria,6/25/2020,40-49,418,35,0,2020-06-25 20:03:02.672611
Thomas Jefferson,6/25/2020,70-79,60,19,2,2020-06-25 20:03:02.672611
Three Rivers,6/25/2020,30-39,132,3,0,2020-06-25 20:03:02.672611
Western Tidewater,6/25/2020,70-79,84,21,16,2020-06-25 20:03:02.672611
Arlington,6/25/2020,60-69,278,77,19,2020-06-25 20:03:02.672611
Cumberland Plateau,6/25/2020,10-19,14,0,0,2020-06-25 20:03:02.672611
West Piedmont,6/25/2020,30-39,60,1,0,2020-06-25 20:03:02.672611
Peninsula,6/25/2020,10-19,47,1,0,2020-06-25 20:03:02.672611
Lenowisco,6/25/2020,10-19,3,0,0,2020-06-25 20:03:02.672611
Norfolk,6/26/2020,0-9,27,1,0,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,40-49,8,0,0,2020-06-26 19:41:46.959732
Eastern Shore,6/26/2020,10-19,57,1,0,2020-06-26 19:41:46.959732
Mount Rogers,6/26/2020,10-19,49,0,0,2020-06-26 19:41:46.959732
Rappahannock Rapidan,6/26/2020,0-9,70,1,0,2020-06-26 19:41:46.959732
Three Rivers,6/26/2020,0-9,9,1,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,40-49,373,25,1,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,50-59,297,48,10,2020-06-26 19:41:46.959732
Arlington,6/26/2020,0-9,43,2,0,2020-06-26 19:41:46.959732
Chickahominy,6/26/2020,Missing,12,0,0,2020-06-26 19:41:46.959732
New River,6/26/2020,20-29,47,0,0,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,20-29,235,4,0,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,50-59,130,19,1,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,80+,23,8,5,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,10-19,774,23,0,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,60-69,108,27,5,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,Missing,0,0,0,2020-06-26 19:41:46.959732
Peninsula,6/26/2020,80+,50,24,15,2020-06-26 19:41:46.959732
Crater,6/26/2020,40-49,206,14,1,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,40-49,132,19,0,2020-06-26 19:41:46.959732
Thomas Jefferson,6/26/2020,20-29,141,1,0,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,20-29,326,5,0,2020-06-26 19:41:46.959732
Norfolk,6/26/2020,20-29,219,2,0,2020-06-26 19:41:46.959732
Arlington,6/26/2020,30-39,441,43,0,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,60-69,44,5,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,50-59,311,32,8,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,50-59,86,10,1,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,20-29,2,0,0,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,70-79,100,38,18,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,20-29,88,5,0,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,30-39,109,6,0,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,0-9,53,0,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,80+,309,65,70,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,0-9,127,2,0,2020-06-26 19:41:46.959732
Pittsylvania-Danville,6/26/2020,40-49,42,5,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,20-29,343,14,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,60-69,28,3,0,2020-06-26 19:41:46.959732
Peninsula,6/26/2020,30-39,147,7,1,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,60-69,37,7,1,2020-06-26 19:41:46.959732
Prince William,6/26/2020,70-79,282,77,39,2020-06-26 19:41:46.959732
Norfolk,6/26/2020,60-69,77,24,1,2020-06-26 19:41:46.959732
Southside,6/26/2020,40-49,46,5,0,2020-06-26 19:41:46.959732
Chesterfield,6/26/2020,30-39,591,4,0,2020-06-26 19:41:46.959732
Loudoun,6/26/2020,70-79,137,40,14,2020-06-26 19:41:46.959732
Central Virginia,6/26/2020,40-49,48,0,0,2020-06-26 19:41:46.959732
New River,6/26/2020,Missing,0,0,0,2020-06-26 19:41:46.959732
Chickahominy,6/26/2020,20-29,80,0,0,2020-06-26 19:41:46.959732
New River,6/26/2020,0-9,3,0,0,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,0-9,0,0,0,2020-06-26 19:41:46.959732
Three Rivers,6/26/2020,70-79,32,7,4,2020-06-26 19:41:46.959732
Rappahannock Rapidan,6/26/2020,40-49,288,19,2,2020-06-26 19:41:46.959732
Hampton,6/26/2020,0-9,11,0,0,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,50-59,177,19,0,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,20-29,404,11,0,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,0-9,23,0,0,2020-06-26 19:41:46.959732
Lenowisco,6/26/2020,50-59,14,5,0,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,70-79,65,26,3,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,80+,128,22,21,2020-06-26 19:41:46.959732
Thomas Jefferson,6/26/2020,10-19,53,1,0,2020-06-26 19:41:46.959732
Richmond,6/26/2020,40-49,367,26,1,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,50-59,313,24,2,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,10-19,125,1,0,2020-06-26 19:41:46.959732
Rappahannock Rapidan,6/26/2020,10-19,129,3,0,2020-06-26 19:41:46.959732
Crater,6/26/2020,50-59,249,29,2,2020-06-26 19:41:46.959732
Arlington,6/26/2020,Missing,10,1,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,50-59,38,1,0,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,10-19,212,2,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,10-19,30,0,0,2020-06-26 19:41:46.959732
Eastern Shore,6/26/2020,Missing,6,0,0,2020-06-26 19:41:46.959732
Mount Rogers,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Prince William,6/26/2020,60-69,729,157,34,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,70-79,31,7,7,2020-06-26 19:41:46.959732
Crater,6/26/2020,20-29,216,7,0,2020-06-26 19:41:46.959732
Loudoun,6/26/2020,60-69,244,46,4,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,0-9,448,18,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,Missing,3,0,0,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,20-29,354,8,1,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,70-79,29,11,5,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,30-39,37,2,0,2020-06-26 19:41:46.959732
Prince William,6/26/2020,20-29,1566,49,0,2020-06-26 19:41:46.959732
Southside,6/26/2020,70-79,54,9,12,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,0-9,103,1,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,30-39,437,14,0,2020-06-26 19:41:46.959732
Prince William,6/26/2020,10-19,719,8,0,2020-06-26 19:41:46.959732
Chickahominy,6/26/2020,10-19,34,0,0,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,0-9,55,1,0,2020-06-26 19:41:46.959732
Central Virginia,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,60-69,1404,301,54,2020-06-26 19:41:46.959732
Hampton,6/26/2020,20-29,63,2,0,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,40-49,323,13,0,2020-06-26 19:41:46.959732
Pittsylvania-Danville,6/26/2020,0-9,3,0,0,2020-06-26 19:41:46.959732
Crater,6/26/2020,30-39,253,4,0,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,70-79,67,25,7,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,30-39,155,11,0,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,0-9,20,0,0,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,30-39,300,6,0,2020-06-26 19:41:46.959732
Hampton,6/26/2020,50-59,45,9,1,2020-06-26 19:41:46.959732
Peninsula,6/26/2020,70-79,85,38,11,2020-06-26 19:41:46.959732
Arlington,6/26/2020,20-29,416,20,0,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,70-79,23,7,3,2020-06-26 19:41:46.959732
Richmond,6/26/2020,20-29,430,13,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,0-9,10,0,0,2020-06-26 19:41:46.959732
Hampton,6/26/2020,30-39,47,3,0,2020-06-26 19:41:46.959732
Thomas Jefferson,6/26/2020,30-39,178,5,0,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,40-49,94,5,1,2020-06-26 19:41:46.959732
Richmond,6/26/2020,50-59,275,43,1,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,50-59,135,12,2,2020-06-26 19:41:46.959732
Lenowisco,6/26/2020,10-19,3,0,0,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,0-9,22,1,0,2020-06-26 19:41:46.959732
Peninsula,6/26/2020,50-59,130,19,3,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,Missing,0,0,0,2020-06-26 19:41:46.959732
Peninsula,6/26/2020,60-69,119,29,3,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,30-39,319,11,1,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,Missing,26,0,0,2020-06-26 19:41:46.959732
Arlington,6/26/2020,40-49,418,47,6,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,10-19,38,0,0,2020-06-26 19:41:46.959732
Chickahominy,6/26/2020,70-79,54,20,6,2020-06-26 19:41:46.959732
Pittsylvania-Danville,6/26/2020,20-29,19,0,0,2020-06-26 19:41:46.959732
Loudoun,6/26/2020,50-59,608,48,1,2020-06-26 19:41:46.959732
Richmond,6/26/2020,30-39,461,24,1,2020-06-26 19:41:46.959732
Thomas Jefferson,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Rappahannock Rapidan,6/26/2020,80+,20,13,4,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,Missing,2,0,0,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,50-59,5,1,0,2020-06-26 19:41:46.959732
Loudoun,6/26/2020,Missing,59,0,1,2020-06-26 19:41:46.959732
Southside,6/26/2020,50-59,54,7,0,2020-06-26 19:41:46.959732
Chesterfield,6/26/2020,20-29,477,5,0,2020-06-26 19:41:46.959732
Norfolk,6/26/2020,70-79,33,21,3,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,10-19,38,0,0,2020-06-26 19:41:46.959732
Crater,6/26/2020,80+,91,16,2,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,Missing,7,0,0,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,10-19,15,0,0,2020-06-26 19:41:46.959732
Chesterfield,6/26/2020,10-19,282,0,0,2020-06-26 19:41:46.959732
Southside,6/26/2020,60-69,53,11,4,2020-06-26 19:41:46.959732
Crater,6/26/2020,Missing,7,0,0,2020-06-26 19:41:46.959732
Arlington,6/26/2020,50-59,376,66,6,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,70-79,63,17,2,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,60-69,195,44,2,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,30-39,94,4,0,2020-06-26 19:41:46.959732
Lenowisco,6/26/2020,20-29,7,0,0,2020-06-26 19:41:46.959732
Central Virginia,6/26/2020,30-39,53,1,0,2020-06-26 19:41:46.959732
Norfolk,6/26/2020,10-19,48,1,0,2020-06-26 19:41:46.959732
New River,6/26/2020,10-19,12,0,0,2020-06-26 19:41:46.959732
Central Virginia,6/26/2020,20-29,73,2,0,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,50-59,359,45,4,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,60-69,203,43,5,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,20-29,152,2,0,2020-06-26 19:41:46.959732
New River,6/26/2020,60-69,24,4,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,40-49,53,1,0,2020-06-26 19:41:46.959732
Three Rivers,6/26/2020,20-29,106,4,0,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,40-49,421,37,2,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,80+,20,7,4,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,Missing,0,0,0,2020-06-26 19:41:46.959732
Eastern Shore,6/26/2020,70-79,47,16,9,2020-06-26 19:41:46.959732
Mount Rogers,6/26/2020,70-79,57,25,9,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,70-79,2,0,0,2020-06-26 19:41:46.959732
Piedmont,6/26/2020,10-19,31,0,0,2020-06-26 19:41:46.959732
Southside,6/26/2020,20-29,38,2,0,2020-06-26 19:41:46.959732
Chesterfield,6/26/2020,50-59,418,29,4,2020-06-26 19:41:46.959732
Rappahannock Rapidan,6/26/2020,20-29,269,4,0,2020-06-26 19:41:46.959732
Cumberland Plateau,6/26/2020,60-69,5,1,0,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,70-79,11,3,0,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,20-29,371,7,0,2020-06-26 19:41:46.959732
Pittsylvania-Danville,6/26/2020,80+,5,3,2,2020-06-26 19:41:46.959732
Virginia Beach,6/26/2020,80+,85,28,19,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,50-59,358,31,2,2020-06-26 19:41:46.959732
Lenowisco,6/26/2020,Missing,0,0,0,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,30-39,2660,163,4,2020-06-26 19:41:46.959732
Lenowisco,6/26/2020,60-69,5,4,2,2020-06-26 19:41:46.959732
Loudoun,6/26/2020,30-39,701,23,0,2020-06-26 19:41:46.959732
West Piedmont,6/26/2020,80+,13,6,1,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,80+,38,3,10,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,40-49,2589,237,9,2020-06-26 19:41:46.959732
Thomas Jefferson,6/26/2020,80+,74,24,14,2020-06-26 19:41:46.959732
Roanoke,6/26/2020,20-29,74,3,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,60-69,283,44,27,2020-06-26 19:41:46.959732
Lord Fairfax,6/26/2020,40-49,300,16,1,2020-06-26 19:41:46.959732
Western Tidewater,6/26/2020,Missing,5,0,0,2020-06-26 19:41:46.959732
Chickahominy,6/26/2020,60-69,73,18,6,2020-06-26 19:41:46.959732
Chesapeake,6/26/2020,20-29,126,3,0,2020-06-26 19:41:46.959732
Three Rivers,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Henrico,6/26/2020,10-19,150,3,0,2020-06-26 19:41:46.959732
Mount Rogers,6/26/2020,30-39,98,4,0,2020-06-26 19:41:46.959732
Eastern Shore,6/26/2020,30-39,234,8,0,2020-06-26 19:41:46.959732
Chesterfield,6/26/2020,0-9,108,0,0,2020-06-26 19:41:46.959732
Central Shenandoah,6/26/2020,10-19,107,1,0,2020-06-26 19:41:46.959732
Crater,6/26/2020,0-9,22,1,0,2020-06-26 19:41:46.959732
Fairfax,6/26/2020,70-79,656,229,101,2020-06-26 19:41:46.959732
Rappahannock,6/26/2020,80+,85,30,16,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,10-19,163,3,0,2020-06-26 19:41:46.959732
Portsmouth,6/26/2020,40-49,62,6,0,2020-06-26 19:41:46.959732
Three Rivers,6/26/2020,50-59,89,7,0,2020-06-26 19:41:46.959732
Alleghany,6/26/2020,Missing,1,0,0,2020-06-26 19:41:46.959732
Alexandria,6/26/2020,30-39,529,30,0,2020-06-26 19:41:46.959732
