health_district,number_of_cases,number_of_deaths,number_of_hospitalizations,report_date,sex
Thomas Jefferson,817,16,65,2020-08-02 00:00:00,Male
Thomas Jefferson,2,0,0,2020-08-02 00:00:00,Not Reported
Three Rivers,339,9,39,2020-08-02 00:00:00,Female
Three Rivers,622,6,29,2020-08-02 00:00:00,Male
Three Rivers,21,0,0,2020-08-02 00:00:00,Not Reported
Virginia Beach,2319,22,98,2020-08-02 00:00:00,Female
Virginia Beach,1966,25,104,2020-08-02 00:00:00,Male
Virginia Beach,14,0,0,2020-08-02 00:00:00,Not Reported
Western Tidewater,973,35,60,2020-08-02 00:00:00,Female
Western Tidewater,820,42,72,2020-08-02 00:00:00,Male
Western Tidewater,1,0,0,2020-08-02 00:00:00,Not Reported
West Piedmont,539,5,62,2020-08-02 00:00:00,Female
West Piedmont,412,8,53,2020-08-02 00:00:00,Male
West Piedmont,4,0,0,2020-08-02 00:00:00,Not Reported
Alexandria,1466,32,125,2020-08-03 00:00:00,Female
Alexandria,1370,27,144,2020-08-03 00:00:00,Male
Alexandria,8,0,0,2020-08-03 00:00:00,Not Reported
Alleghany,467,12,14,2020-08-03 00:00:00,Female
Alleghany,396,8,25,2020-08-03 00:00:00,Male
Alleghany,8,0,0,2020-08-03 00:00:00,Not Reported
Arlington,1451,67,194,2020-08-03 00:00:00,Female
Arlington,1489,69,242,2020-08-03 00:00:00,Male
Arlington,5,0,0,2020-08-03 00:00:00,Not Reported
Central Shenandoah,1445,26,105,2020-08-03 00:00:00,Female
Central Shenandoah,1235,27,101,2020-08-03 00:00:00,Male
Central Shenandoah,1,0,0,2020-08-03 00:00:00,Not Reported
Central Virginia,586,3,20,2020-08-03 00:00:00,Female
Central Virginia,532,7,36,2020-08-03 00:00:00,Male
Central Virginia,4,0,0,2020-08-03 00:00:00,Not Reported
Chesapeake,1456,13,111,2020-08-03 00:00:00,Female
Chesapeake,1158,16,102,2020-08-03 00:00:00,Male
Chesapeake,3,0,0,2020-08-03 00:00:00,Not Reported
Chesterfield,2173,46,120,2020-08-03 00:00:00,Female
Chesterfield,2127,52,125,2020-08-03 00:00:00,Male
Chesterfield,110,2,0,2020-08-03 00:00:00,Not Reported
Chickahominy,500,20,64,2020-08-03 00:00:00,Female
Chickahominy,412,24,65,2020-08-03 00:00:00,Male
Chickahominy,5,0,0,2020-08-03 00:00:00,Not Reported
Crater,1017,34,110,2020-08-03 00:00:00,Female
Crater,1162,28,98,2020-08-03 00:00:00,Male
Crater,23,0,1,2020-08-03 00:00:00,Not Reported
Cumberland Plateau,145,0,8,2020-08-03 00:00:00,Female
Cumberland Plateau,124,1,13,2020-08-03 00:00:00,Male
Cumberland Plateau,0,0,0,2020-08-03 00:00:00,Not Reported
Eastern Shore,688,23,64,2020-08-03 00:00:00,Female
Eastern Shore,677,20,59,2020-08-03 00:00:00,Male
Eastern Shore,9,0,0,2020-08-03 00:00:00,Not Reported
Fairfax,8175,262,816,2020-08-03 00:00:00,Female
Fairfax,7786,273,1107,2020-08-03 00:00:00,Male
Fairfax,87,1,1,2020-08-03 00:00:00,Not Reported
Hampton,600,2,17,2020-08-03 00:00:00,Female
Hampton,467,3,32,2020-08-03 00:00:00,Male
Hampton,3,0,0,2020-08-03 00:00:00,Not Reported
Henrico,1916,97,152,2020-08-03 00:00:00,Female
Henrico,1718,85,165,2020-08-03 00:00:00,Male
Henrico,20,0,0,2020-08-03 00:00:00,Not Reported
Lenowisco,137,1,15,2020-08-03 00:00:00,Female
Lenowisco,130,6,17,2020-08-03 00:00:00,Male
Lenowisco,0,0,0,2020-08-03 00:00:00,Not Reported
Lord Fairfax,1315,47,102,2020-08-03 00:00:00,Female
Lord Fairfax,1170,38,114,2020-08-03 00:00:00,Male
Lord Fairfax,8,0,0,2020-08-03 00:00:00,Not Reported
Loudoun,2527,70,149,2020-08-03 00:00:00,Female
Loudoun,2505,42,190,2020-08-03 00:00:00,Male
Loudoun,27,0,0,2020-08-03 00:00:00,Not Reported
Mount Rogers,669,17,39,2020-08-03 00:00:00,Female
Mount Rogers,597,33,80,2020-08-03 00:00:00,Male
Mount Rogers,4,0,0,2020-08-03 00:00:00,Not Reported
New River,204,2,9,2020-08-03 00:00:00,Female
New River,244,5,23,2020-08-03 00:00:00,Male
New River,4,0,0,2020-08-03 00:00:00,Not Reported
Norfolk,1765,12,86,2020-08-03 00:00:00,Female
Norfolk,1578,14,87,2020-08-03 00:00:00,Male
Norfolk,2,0,0,2020-08-03 00:00:00,Not Reported
Peninsula,1435,25,78,2020-08-03 00:00:00,Female
Peninsula,1257,16,83,2020-08-03 00:00:00,Male
Peninsula,12,0,0,2020-08-03 00:00:00,Not Reported
Piedmont,421,7,49,2020-08-03 00:00:00,Female
Piedmont,948,20,67,2020-08-03 00:00:00,Male
Piedmont,4,0,0,2020-08-03 00:00:00,Not Reported
Pittsylvania-Danville,417,7,41,2020-08-03 00:00:00,Female
Pittsylvania-Danville,297,2,24,2020-08-03 00:00:00,Male
Pittsylvania-Danville,5,0,0,2020-08-03 00:00:00,Not Reported
Portsmouth,828,12,70,2020-08-03 00:00:00,Female
Portsmouth,709,12,55,2020-08-03 00:00:00,Male
Portsmouth,3,0,0,2020-08-03 00:00:00,Not Reported
Prince William,5580,86,420,2020-08-03 00:00:00,Female
Prince William,5447,114,534,2020-08-03 00:00:00,Male
Prince William,73,0,1,2020-08-03 00:00:00,Not Reported
Rappahannock,1757,21,133,2020-08-03 00:00:00,Female
Rappahannock,1555,30,155,2020-08-03 00:00:00,Male
Rappahannock,11,0,1,2020-08-03 00:00:00,Not Reported
Rappahannock Rapidan,938,10,53,2020-08-03 00:00:00,Female
Rappahannock Rapidan,910,16,79,2020-08-03 00:00:00,Male
Rappahannock Rapidan,4,0,0,2020-08-03 00:00:00,Not Reported
Richmond,1489,12,134,2020-08-03 00:00:00,Female
Richmond,1460,25,147,2020-08-03 00:00:00,Male
Richmond,43,2,2,2020-08-03 00:00:00,Not Reported
Roanoke,475,7,9,2020-08-03 00:00:00,Female
Roanoke,419,4,10,2020-08-03 00:00:00,Male
Roanoke,15,0,0,2020-08-03 00:00:00,Not Reported
Southside,345,19,31,2020-08-03 00:00:00,Female
Southside,313,15,34,2020-08-03 00:00:00,Male
Southside,4,0,0,2020-08-03 00:00:00,Not Reported
Thomas Jefferson,955,21,71,2020-08-03 00:00:00,Female
Thomas Jefferson,836,16,66,2020-08-03 00:00:00,Male
Thomas Jefferson,2,0,0,2020-08-03 00:00:00,Not Reported
Three Rivers,346,9,39,2020-08-03 00:00:00,Female
Three Rivers,625,6,29,2020-08-03 00:00:00,Male
Three Rivers,21,0,0,2020-08-03 00:00:00,Not Reported
Virginia Beach,2395,22,102,2020-08-03 00:00:00,Female
Virginia Beach,2018,25,106,2020-08-03 00:00:00,Male
Virginia Beach,14,0,0,2020-08-03 00:00:00,Not Reported
Western Tidewater,1010,35,60,2020-08-03 00:00:00,Female
Western Tidewater,842,42,72,2020-08-03 00:00:00,Male
Western Tidewater,1,0,0,2020-08-03 00:00:00,Not Reported
West Piedmont,540,5,62,2020-08-03 00:00:00,Female
West Piedmont,413,8,54,2020-08-03 00:00:00,Male
West Piedmont,4,0,0,2020-08-03 00:00:00,Not Reported
Alexandria,1478,33,127,2020-08-04 00:00:00,Female
Alexandria,1381,27,146,2020-08-04 00:00:00,Male
Alexandria,8,0,0,2020-08-04 00:00:00,Not Reported
Alleghany,468,10,14,2020-08-04 00:00:00,Female
Alleghany,396,7,26,2020-08-04 00:00:00,Male
Alleghany,8,0,0,2020-08-04 00:00:00,Not Reported
Arlington,1465,67,194,2020-08-04 00:00:00,Female
Arlington,1503,69,242,2020-08-04 00:00:00,Male
Arlington,5,0,0,2020-08-04 00:00:00,Not Reported
Central Shenandoah,1460,27,106,2020-08-04 00:00:00,Female
Central Shenandoah,1248,27,101,2020-08-04 00:00:00,Male
Central Shenandoah,1,0,0,2020-08-04 00:00:00,Not Reported
Central Virginia,605,3,20,2020-08-04 00:00:00,Female
Central Virginia,546,8,36,2020-08-04 00:00:00,Male
Central Virginia,4,0,0,2020-08-04 00:00:00,Not Reported
Chesapeake,1496,13,115,2020-08-04 00:00:00,Female
Chesapeake,1190,17,102,2020-08-04 00:00:00,Male
Chesapeake,3,0,0,2020-08-04 00:00:00,Not Reported
Chesterfield,2202,46,121,2020-08-04 00:00:00,Female
Chesterfield,2146,52,131,2020-08-04 00:00:00,Male
Chesterfield,112,2,0,2020-08-04 00:00:00,Not Reported
Chickahominy,509,20,64,2020-08-04 00:00:00,Female
Chickahominy,415,24,66,2020-08-04 00:00:00,Male
Chickahominy,5,0,0,2020-08-04 00:00:00,Not Reported
Crater,1025,36,114,2020-08-04 00:00:00,Female
Crater,1167,29,98,2020-08-04 00:00:00,Male
Crater,23,0,1,2020-08-04 00:00:00,Not Reported
Cumberland Plateau,151,0,9,2020-08-04 00:00:00,Female
Cumberland Plateau,126,1,13,2020-08-04 00:00:00,Male
Cumberland Plateau,0,0,0,2020-08-04 00:00:00,Not Reported
Eastern Shore,689,24,66,2020-08-04 00:00:00,Female
Eastern Shore,679,20,60,2020-08-04 00:00:00,Male
Eastern Shore,9,0,0,2020-08-04 00:00:00,Not Reported
Fairfax,8206,264,817,2020-08-04 00:00:00,Female
Fairfax,7834,275,1109,2020-08-04 00:00:00,Male
Fairfax,87,1,1,2020-08-04 00:00:00,Not Reported
Hampton,616,4,17,2020-08-04 00:00:00,Female
Hampton,484,3,32,2020-08-04 00:00:00,Male
Hampton,3,0,0,2020-08-04 00:00:00,Not Reported
Henrico,1936,97,155,2020-08-04 00:00:00,Female
Henrico,1733,85,166,2020-08-04 00:00:00,Male
Henrico,21,0,0,2020-08-04 00:00:00,Not Reported
Lenowisco,145,1,15,2020-08-04 00:00:00,Female
Lenowisco,134,6,17,2020-08-04 00:00:00,Male
Lenowisco,0,0,0,2020-08-04 00:00:00,Not Reported
Lord Fairfax,1321,47,102,2020-08-04 00:00:00,Female
Lord Fairfax,1176,38,115,2020-08-04 00:00:00,Male
Lord Fairfax,8,0,0,2020-08-04 00:00:00,Not Reported
Loudoun,2542,71,149,2020-08-04 00:00:00,Female
Loudoun,2525,42,190,2020-08-04 00:00:00,Male
Loudoun,26,0,0,2020-08-04 00:00:00,Not Reported
Mount Rogers,673,17,40,2020-08-04 00:00:00,Female
Mount Rogers,599,34,81,2020-08-04 00:00:00,Male
Mount Rogers,4,0,0,2020-08-04 00:00:00,Not Reported
New River,210,2,9,2020-08-04 00:00:00,Female
New River,249,5,23,2020-08-04 00:00:00,Male
New River,4,0,0,2020-08-04 00:00:00,Not Reported
Norfolk,1808,12,91,2020-08-04 00:00:00,Female
Norfolk,1615,14,87,2020-08-04 00:00:00,Male
Norfolk,2,0,0,2020-08-04 00:00:00,Not Reported
Peninsula,1470,25,80,2020-08-04 00:00:00,Female
Peninsula,1292,18,85,2020-08-04 00:00:00,Male
Peninsula,14,0,0,2020-08-04 00:00:00,Not Reported
Piedmont,426,7,49,2020-08-04 00:00:00,Female
Piedmont,951,22,68,2020-08-04 00:00:00,Male
Piedmont,4,0,0,2020-08-04 00:00:00,Not Reported
Pittsylvania-Danville,421,7,42,2020-08-04 00:00:00,Female
Pittsylvania-Danville,301,2,24,2020-08-04 00:00:00,Male
Pittsylvania-Danville,5,0,0,2020-08-04 00:00:00,Not Reported
Portsmouth,882,12,72,2020-08-04 00:00:00,Female
Portsmouth,746,12,57,2020-08-04 00:00:00,Male
Portsmouth,3,0,0,2020-08-04 00:00:00,Not Reported
Prince William,5623,86,420,2020-08-04 00:00:00,Female
Prince William,5508,114,535,2020-08-04 00:00:00,Male
Prince William,74,0,1,2020-08-04 00:00:00,Not Reported
Rappahannock,1774,21,135,2020-08-04 00:00:00,Female
Rappahannock,1573,31,157,2020-08-04 00:00:00,Male
Rappahannock,9,0,1,2020-08-04 00:00:00,Not Reported
Rappahannock Rapidan,944,10,54,2020-08-04 00:00:00,Female
Rappahannock Rapidan,915,16,79,2020-08-04 00:00:00,Male
Rappahannock Rapidan,4,0,0,2020-08-04 00:00:00,Not Reported
Richmond,1503,12,134,2020-08-04 00:00:00,Female
Richmond,1469,25,146,2020-08-04 00:00:00,Male
Richmond,43,2,2,2020-08-04 00:00:00,Not Reported
Roanoke,477,9,10,2020-08-04 00:00:00,Female
Roanoke,421,5,11,2020-08-04 00:00:00,Male
Roanoke,15,0,0,2020-08-04 00:00:00,Not Reported
Southside,346,20,31,2020-08-04 00:00:00,Female
Southside,316,15,34,2020-08-04 00:00:00,Male
Southside,4,0,0,2020-08-04 00:00:00,Not Reported
Thomas Jefferson,971,22,71,2020-08-04 00:00:00,Female
Thomas Jefferson,851,17,66,2020-08-04 00:00:00,Male
Thomas Jefferson,2,0,0,2020-08-04 00:00:00,Not Reported
Three Rivers,352,9,40,2020-08-04 00:00:00,Female
Three Rivers,629,6,29,2020-08-04 00:00:00,Male
Three Rivers,21,0,0,2020-08-04 00:00:00,Not Reported
Virginia Beach,2448,22,106,2020-08-04 00:00:00,Female
Virginia Beach,2067,27,109,2020-08-04 00:00:00,Male
Virginia Beach,14,0,0,2020-08-04 00:00:00,Not Reported
Western Tidewater,1041,35,60,2020-08-04 00:00:00,Female
Western Tidewater,859,42,72,2020-08-04 00:00:00,Male
Western Tidewater,1,0,0,2020-08-04 00:00:00,Not Reported
West Piedmont,552,5,63,2020-08-04 00:00:00,Female
West Piedmont,422,8,54,2020-08-04 00:00:00,Male
West Piedmont,4,0,0,2020-08-04 00:00:00,Not Reported
Alexandria,1481,33,127,2020-08-05 00:00:00,Female
Alexandria,1383,27,147,2020-08-05 00:00:00,Male
Alexandria,8,0,0,2020-08-05 00:00:00,Not Reported
Alleghany,474,10,14,2020-08-05 00:00:00,Female
Alleghany,400,8,26,2020-08-05 00:00:00,Male
Alleghany,8,0,0,2020-08-05 00:00:00,Not Reported
Arlington,1476,66,194,2020-08-05 00:00:00,Female
Arlington,1515,69,242,2020-08-05 00:00:00,Male
Arlington,6,0,0,2020-08-05 00:00:00,Not Reported
Central Shenandoah,1467,28,106,2020-08-05 00:00:00,Female
Central Shenandoah,1252,27,101,2020-08-05 00:00:00,Male
Central Shenandoah,0,0,0,2020-08-05 00:00:00,Not Reported
Central Virginia,624,4,22,2020-08-05 00:00:00,Female
Central Virginia,569,9,36,2020-08-05 00:00:00,Male
Central Virginia,4,0,0,2020-08-05 00:00:00,Not Reported
Chesapeake,1512,14,116,2020-08-05 00:00:00,Female
Chesapeake,1199,19,105,2020-08-05 00:00:00,Male
Chesapeake,3,0,0,2020-08-05 00:00:00,Not Reported
Chesterfield,2221,46,121,2020-08-05 00:00:00,Female
Chesterfield,2160,52,131,2020-08-05 00:00:00,Male
Chesterfield,112,2,0,2020-08-05 00:00:00,Not Reported
Chickahominy,513,21,64,2020-08-05 00:00:00,Female
Chickahominy,418,24,66,2020-08-05 00:00:00,Male
Chickahominy,5,0,0,2020-08-05 00:00:00,Not Reported
Crater,1034,38,115,2020-08-05 00:00:00,Female
Crater,1176,30,99,2020-08-05 00:00:00,Male
Crater,23,0,1,2020-08-05 00:00:00,Not Reported
Cumberland Plateau,165,2,10,2020-08-05 00:00:00,Female
Cumberland Plateau,133,1,14,2020-08-05 00:00:00,Male
Cumberland Plateau,0,0,0,2020-08-05 00:00:00,Not Reported
Eastern Shore,690,24,67,2020-08-05 00:00:00,Female
Eastern Shore,681,20,60,2020-08-05 00:00:00,Male
Eastern Shore,9,0,0,2020-08-05 00:00:00,Not Reported
Fairfax,8227,265,815,2020-08-05 00:00:00,Female
Fairfax,7846,276,1109,2020-08-05 00:00:00,Male
Fairfax,87,1,1,2020-08-05 00:00:00,Not Reported
Hampton,631,4,17,2020-08-05 00:00:00,Female
Hampton,495,3,32,2020-08-05 00:00:00,Male
Hampton,3,0,0,2020-08-05 00:00:00,Not Reported
Henrico,1952,97,156,2020-08-05 00:00:00,Female
Henrico,1741,85,166,2020-08-05 00:00:00,Male
Henrico,21,0,0,2020-08-05 00:00:00,Not Reported
Lenowisco,154,1,17,2020-08-05 00:00:00,Female
Lenowisco,137,6,17,2020-08-05 00:00:00,Male
Lenowisco,0,0,0,2020-08-05 00:00:00,Not Reported
Lord Fairfax,1325,47,103,2020-08-05 00:00:00,Female
Lord Fairfax,1180,38,116,2020-08-05 00:00:00,Male
Lord Fairfax,8,0,0,2020-08-05 00:00:00,Not Reported
Loudoun,2559,71,149,2020-08-05 00:00:00,Female
Loudoun,2532,42,191,2020-08-05 00:00:00,Male
Loudoun,26,0,0,2020-08-05 00:00:00,Not Reported
Mount Rogers,685,17,40,2020-08-05 00:00:00,Female
Mount Rogers,606,35,82,2020-08-05 00:00:00,Male
Mount Rogers,4,0,0,2020-08-05 00:00:00,Not Reported
New River,215,2,9,2020-08-05 00:00:00,Female
New River,249,5,23,2020-08-05 00:00:00,Male
New River,4,0,0,2020-08-05 00:00:00,Not Reported
Norfolk,1851,13,92,2020-08-05 00:00:00,Female
Norfolk,1640,15,87,2020-08-05 00:00:00,Male
Norfolk,2,0,0,2020-08-05 00:00:00,Not Reported
Peninsula,1486,26,80,2020-08-05 00:00:00,Female
Peninsula,1302,18,85,2020-08-05 00:00:00,Male
Peninsula,14,0,0,2020-08-05 00:00:00,Not Reported
Piedmont,430,7,50,2020-08-05 00:00:00,Female
Piedmont,981,22,69,2020-08-05 00:00:00,Male
Piedmont,4,0,0,2020-08-05 00:00:00,Not Reported
Pittsylvania-Danville,428,7,44,2020-08-05 00:00:00,Female
Pittsylvania-Danville,304,2,24,2020-08-05 00:00:00,Male
Pittsylvania-Danville,5,0,0,2020-08-05 00:00:00,Not Reported
Portsmouth,898,12,72,2020-08-05 00:00:00,Female
Portsmouth,762,13,59,2020-08-05 00:00:00,Male
Portsmouth,3,0,0,2020-08-05 00:00:00,Not Reported
Prince William,5648,86,423,2020-08-05 00:00:00,Female
Prince William,5542,116,540,2020-08-05 00:00:00,Male
Prince William,74,0,1,2020-08-05 00:00:00,Not Reported
Rappahannock,1791,22,136,2020-08-05 00:00:00,Female
Rappahannock,1586,33,156,2020-08-05 00:00:00,Male
Rappahannock,10,0,1,2020-08-05 00:00:00,Not Reported
Rappahannock Rapidan,951,11,54,2020-08-05 00:00:00,Female
Rappahannock Rapidan,923,16,79,2020-08-05 00:00:00,Male
Rappahannock Rapidan,4,0,0,2020-08-05 00:00:00,Not Reported
Richmond,1514,12,137,2020-08-05 00:00:00,Female
Richmond,1475,25,147,2020-08-05 00:00:00,Male
Richmond,45,2,2,2020-08-05 00:00:00,Not Reported
Roanoke,488,9,10,2020-08-05 00:00:00,Female
Roanoke,429,5,11,2020-08-05 00:00:00,Male
Roanoke,15,0,0,2020-08-05 00:00:00,Not Reported
Southside,348,20,31,2020-08-05 00:00:00,Female
Southside,337,15,34,2020-08-05 00:00:00,Male
Southside,4,0,0,2020-08-05 00:00:00,Not Reported
Thomas Jefferson,974,23,71,2020-08-05 00:00:00,Female
Thomas Jefferson,852,18,66,2020-08-05 00:00:00,Male
Thomas Jefferson,2,0,0,2020-08-05 00:00:00,Not Reported
Three Rivers,358,10,40,2020-08-05 00:00:00,Female
Three Rivers,630,6,29,2020-08-05 00:00:00,Male
Three Rivers,21,0,0,2020-08-05 00:00:00,Not Reported
Virginia Beach,2471,22,107,2020-08-05 00:00:00,Female
Virginia Beach,2097,27,112,2020-08-05 00:00:00,Male
Virginia Beach,15,0,0,2020-08-05 00:00:00,Not Reported
Western Tidewater,1057,35,60,2020-08-05 00:00:00,Female
Western Tidewater,878,42,72,2020-08-05 00:00:00,Male
Western Tidewater,1,0,0,2020-08-05 00:00:00,Not Reported
West Piedmont,561,7,64,2020-08-05 00:00:00,Female
West Piedmont,426,8,54,2020-08-05 00:00:00,Male
West Piedmont,4,0,0,2020-08-05 00:00:00,Not Reported
Alexandria,1490,33,127,2020-08-06 00:00:00,Female
Alexandria,1389,27,147,2020-08-06 00:00:00,Male
Alexandria,8,0,0,2020-08-06 00:00:00,Not Reported
Alleghany,489,10,14,2020-08-06 00:00:00,Female
Alleghany,415,8,28,2020-08-06 00:00:00,Male
Alleghany,8,0,0,2020-08-06 00:00:00,Not Reported
Arlington,1481,66,194,2020-08-06 00:00:00,Female
Arlington,1526,69,242,2020-08-06 00:00:00,Male
Arlington,6,0,0,2020-08-06 00:00:00,Not Reported
Central Shenandoah,1468,28,108,2020-08-06 00:00:00,Female
Central Shenandoah,1255,29,102,2020-08-06 00:00:00,Male
Central Shenandoah,0,0,0,2020-08-06 00:00:00,Not Reported
Central Virginia,647,4,23,2020-08-06 00:00:00,Female
Central Virginia,580,9,37,2020-08-06 00:00:00,Male
Central Virginia,4,0,0,2020-08-06 00:00:00,Not Reported
Chesapeake,1536,15,116,2020-08-06 00:00:00,Female
Chesapeake,1222,22,107,2020-08-06 00:00:00,Male
Chesapeake,3,0,0,2020-08-06 00:00:00,Not Reported
Chesterfield,2243,48,120,2020-08-06 00:00:00,Female
Chesterfield,2182,52,131,2020-08-06 00:00:00,Male
Chesterfield,115,2,0,2020-08-06 00:00:00,Not Reported
Chickahominy,518,21,64,2020-08-06 00:00:00,Female
Chickahominy,422,24,66,2020-08-06 00:00:00,Male
Chickahominy,5,0,0,2020-08-06 00:00:00,Not Reported
Crater,1046,38,116,2020-08-06 00:00:00,Female
Crater,1192,32,99,2020-08-06 00:00:00,Male
Crater,23,0,1,2020-08-06 00:00:00,Not Reported
Cumberland Plateau,169,2,11,2020-08-06 00:00:00,Female
Cumberland Plateau,140,1,14,2020-08-06 00:00:00,Male
Cumberland Plateau,0,0,0,2020-08-06 00:00:00,Not Reported
Eastern Shore,690,24,67,2020-08-06 00:00:00,Female
Eastern Shore,681,21,60,2020-08-06 00:00:00,Male
Eastern Shore,9,0,0,2020-08-06 00:00:00,Not Reported
Fairfax,8260,265,819,2020-08-06 00:00:00,Female
Fairfax,7876,274,1113,2020-08-06 00:00:00,Male
Fairfax,92,1,1,2020-08-06 00:00:00,Not Reported
Hampton,632,4,17,2020-08-06 00:00:00,Female
Hampton,496,3,32,2020-08-06 00:00:00,Male
Hampton,3,0,0,2020-08-06 00:00:00,Not Reported
Henrico,1969,97,158,2020-08-06 00:00:00,Female
Henrico,1752,85,169,2020-08-06 00:00:00,Male
Henrico,21,0,0,2020-08-06 00:00:00,Not Reported
Lenowisco,157,1,17,2020-08-06 00:00:00,Female
Lenowisco,139,6,17,2020-08-06 00:00:00,Male
Lenowisco,0,0,0,2020-08-06 00:00:00,Not Reported
Lord Fairfax,1327,47,103,2020-08-06 00:00:00,Female
Lord Fairfax,1182,39,116,2020-08-06 00:00:00,Male
Lord Fairfax,8,0,0,2020-08-06 00:00:00,Not Reported
Loudoun,2578,72,149,2020-08-06 00:00:00,Female
Loudoun,2547,43,193,2020-08-06 00:00:00,Male
Loudoun,25,0,0,2020-08-06 00:00:00,Not Reported
Mount Rogers,699,17,40,2020-08-06 00:00:00,Female
Mount Rogers,615,35,84,2020-08-06 00:00:00,Male
Mount Rogers,3,0,0,2020-08-06 00:00:00,Not Reported
New River,219,2,10,2020-08-06 00:00:00,Female
New River,257,5,23,2020-08-06 00:00:00,Male
New River,4,0,0,2020-08-06 00:00:00,Not Reported
Norfolk,1855,14,93,2020-08-06 00:00:00,Female
Norfolk,1639,15,89,2020-08-06 00:00:00,Male
Norfolk,2,0,0,2020-08-06 00:00:00,Not Reported
Peninsula,1489,26,80,2020-08-06 00:00:00,Female
Peninsula,1306,18,85,2020-08-06 00:00:00,Male
Peninsula,14,0,0,2020-08-06 00:00:00,Not Reported
Piedmont,432,7,50,2020-08-06 00:00:00,Female
Piedmont,986,24,71,2020-08-06 00:00:00,Male
Piedmont,4,0,0,2020-08-06 00:00:00,Not Reported
Pittsylvania-Danville,438,7,44,2020-08-06 00:00:00,Female
Pittsylvania-Danville,311,2,26,2020-08-06 00:00:00,Male
Pittsylvania-Danville,5,0,0,2020-08-06 00:00:00,Not Reported
Portsmouth,907,12,73,2020-08-06 00:00:00,Female
Portsmouth,766,13,59,2020-08-06 00:00:00,Male
Portsmouth,3,0,0,2020-08-06 00:00:00,Not Reported
Prince William,5665,87,423,2020-08-06 00:00:00,Female
Prince William,5557,117,540,2020-08-06 00:00:00,Male
Prince William,72,0,1,2020-08-06 00:00:00,Not Reported
Rappahannock,1825,22,137,2020-08-06 00:00:00,Female
Rappahannock,1608,33,156,2020-08-06 00:00:00,Male
Rappahannock,11,0,1,2020-08-06 00:00:00,Not Reported
Rappahannock Rapidan,965,11,54,2020-08-06 00:00:00,Female
Rappahannock Rapidan,931,16,80,2020-08-06 00:00:00,Male
Rappahannock Rapidan,0,0,0,2020-08-06 00:00:00,Not Reported
Richmond,1529,12,139,2020-08-06 00:00:00,Female
Richmond,1490,27,148,2020-08-06 00:00:00,Male
Richmond,48,2,2,2020-08-06 00:00:00,Not Reported
Roanoke,510,9,11,2020-08-06 00:00:00,Female
Roanoke,449,5,10,2020-08-06 00:00:00,Male
Roanoke,14,0,0,2020-08-06 00:00:00,Not Reported
Southside,352,20,32,2020-08-06 00:00:00,Female
Southside,365,15,34,2020-08-06 00:00:00,Male
Southside,4,0,0,2020-08-06 00:00:00,Not Reported
Thomas Jefferson,984,24,72,2020-08-06 00:00:00,Female
Thomas Jefferson,859,20,66,2020-08-06 00:00:00,Male
Thomas Jefferson,2,0,0,2020-08-06 00:00:00,Not Reported
