COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
031,DUVAL,47553,761,970,4114,7451,6886,7354,8628,6372,3267,1637,111,-35 to 119,50,26288,20476,789,46969,584,0,544,45821,1485,182,1561,45896,19,77,46873,809,694,0,1503,22,36,151,259,247,234,271,184,98,59,0,0 to 101,48,668,553,181,101,216,1143,144,333,15,260,9,2,47,1561,721,838,1503,58,0,50503,526,52618,51029,1561,47,973,857,2020-05-29 19:58:58.821981
033,ESCAMBIA,17571,433,436,1369,2254,2049,2380,3292,2792,1605,925,36,0 to 119,54,10646,6885,40,14850,2721,0,142,17047,618,62,791,16769,9,2,14839,378,266,0,644,5,14,77,94,108,95,129,104,105,60,0,0 to 105,55,301,239,17,87,14,479,151,85,0,64,0,0,33,791,320,471,644,147,0,16169,2574,19543,18743,791,33,140,64,2020-05-29 19:58:58.821981
035,FLAGLER,3823,42,35,184,363,446,539,761,757,480,210,6,0 to 119,59,2238,1531,54,3788,35,0,67,3674,164,37,182,3636,5,0,3783,104,73,0,177,0,1,12,22,22,31,44,33,14,3,0,7 to 94,55,105,22,41,9,22,143,12,31,3,20,2,1,4,182,75,107,177,5,0,4032,30,4251,4062,182,4,58,29,2020-05-29 19:58:58.821981
037,FRANKLIN,460,2,4,24,34,34,48,105,123,71,15,0,0 to 95,63,256,200,4,456,4,0,8,452,5,3,2,458,0,0,456,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,25 to 60,42,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,1,1,0,587,3,592,590,2,0,3,2,2020-05-29 19:58:58.821981
039,GADSDEN,2840,48,88,203,477,491,496,443,376,137,79,2,0 to 119,47,1991,835,14,2822,17,1,27,2650,248,14,269,2569,2,0,2821,203,62,0,265,2,4,14,57,64,52,30,26,11,9,0,0 to 98,44,102,115,10,38,19,194,52,47,0,44,0,0,2,269,62,207,264,4,1,3531,13,3821,3544,269,2,338,181,2020-05-29 19:58:58.821981
041,GILCHRIST,651,11,10,68,81,84,97,104,91,69,36,0,0 to 118,52,399,242,10,651,0,0,5,638,22,1,12,638,1,0,650,7,5,0,12,0,0,2,1,1,3,3,1,1,0,0,21 to 79,50,8,1,2,1,2,10,0,1,0,0,0,0,0,12,5,7,12,0,0,726,0,739,726,12,0,18,1,2020-05-29 19:58:58.821981
043,GLADES,165,2,7,16,21,24,18,21,27,22,6,1,1 to 90,51,94,69,2,165,0,0,5,136,26,0,27,138,0,0,165,12,15,0,27,1,2,3,6,4,3,3,3,1,1,0,3 to 89,38,20,5,0,2,12,12,3,9,0,4,0,0,1,27,15,12,27,0,0,226,0,253,226,27,1,54,23,2020-05-29 19:58:58.821981
045,GULF,593,10,8,36,56,61,96,123,119,65,19,0,0 to 94,57,352,238,3,539,54,0,14,578,44,7,1,592,0,0,539,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,42 to 42,42,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,686,54,741,740,1,0,5,1,2020-05-29 19:58:58.821981
047,HAMILTON,1915,11,17,139,522,401,311,235,164,69,42,4,0 to 118,41,404,1479,32,1911,4,0,32,1852,222,5,221,1693,1,0,1910,13,207,0,220,0,0,10,70,49,46,36,7,3,0,0,17 to 84,41,101,100,13,6,13,63,144,10,1,4,0,0,0,221,207,14,220,1,0,1797,3,2022,1800,221,0,5,3,2020-05-29 19:58:58.821981
049,HARDEE,778,17,34,90,147,84,103,118,108,55,22,0,0 to 94,46,429,328,21,774,4,0,24,617,93,3,91,687,0,0,774,40,49,0,89,1,6,16,30,8,10,10,9,1,0,0,2 to 83,30,46,33,9,1,40,47,2,19,2,11,2,0,0,91,50,41,89,2,0,759,2,852,761,91,0,109,73,2020-05-29 19:58:58.821981
051,HENDRY,2016,61,56,230,358,308,292,290,177,132,105,7,0 to 119,44,1009,997,10,2014,2,0,63,1722,381,2,387,1627,1,1,2012,137,250,0,387,8,7,44,93,80,55,40,20,23,17,0,0 to 101,40,293,50,12,32,261,109,17,73,0,46,0,0,14,387,250,137,387,0,0,1871,2,2261,1873,387,14,430,165,2020-05-29 19:58:58.821981
053,HERNANDO,3418,65,58,231,448,422,515,648,532,365,130,4,0 to 119,54,2046,1358,14,3401,17,0,61,3270,146,40,113,3305,0,0,3401,54,55,0,109,1,6,7,23,15,15,21,15,9,1,0,1 to 85,48,90,17,2,0,24,84,1,35,2,22,2,1,5,113,56,57,109,4,0,3839,13,3966,3852,113,5,90,62,2020-05-29 19:58:58.821981
055,HIGHLANDS,3650,51,51,163,364,318,419,589,701,620,354,20,0 to 119,62,2218,1395,37,3585,65,0,40,3519,110,17,120,3524,2,4,3579,59,59,0,118,1,4,9,15,14,15,30,15,16,1,0,0 to 85,55,67,27,21,3,38,71,9,45,1,37,1,0,9,120,61,59,118,2,0,3931,63,4117,3994,120,9,129,40,2020-05-29 19:58:58.821981
057,HILLSBOROUGH,51256,1178,1346,4044,7448,7398,8006,8955,7204,3868,1712,97,0 to 119,50,29452,21570,234,50852,404,0,546,49714,1463,300,2069,49121,45,21,50787,1069,940,1,2010,26,47,214,330,332,330,307,225,155,103,0,0 to 104,47,944,421,414,231,571,1102,337,498,11,410,8,3,79,2069,967,1101,2010,59,0,53917,344,56410,54261,2069,79,680,332,2020-05-29 19:58:58.821981
059,HOLMES,758,12,11,57,86,89,124,146,148,63,21,1,0 to 119,54,427,312,19,749,9,0,3,744,18,3,19,739,0,0,749,8,11,0,19,1,0,0,4,6,4,1,2,1,0,0,1 to 79,40,14,3,1,1,0,18,1,4,0,1,0,0,0,19,11,8,19,0,0,780,9,808,789,19,0,16,15,2020-05-29 19:58:58.821981
061,INDIAN RIVER,5060,47,49,278,438,435,600,861,1050,755,533,14,0 to 119,62,3082,1954,24,4989,71,0,119,4723,269,58,122,4882,0,56,4935,56,55,0,111,0,2,7,15,9,15,17,28,18,11,0,5 to 96,62,76,9,16,10,8,81,22,53,6,29,3,0,9,122,62,60,111,11,0,5274,58,5454,5332,122,9,514,96,2020-05-29 19:58:58.821981
063,JACKSON,2905,22,30,221,498,497,511,459,300,221,140,6,0 to 105,48,1291,1513,101,2885,20,0,18,2653,150,20,248,2648,7,2,2876,44,197,1,242,2,6,17,62,55,52,39,12,3,0,0,0 to 82,40,104,90,9,39,16,123,103,25,2,13,0,0,1,248,200,47,242,6,0,3184,14,3457,3198,248,1,242,155,2020-05-29 19:58:58.821981
065,JEFFERSON,556,11,11,20,43,75,78,117,119,64,17,1,0 to 101,58,332,219,5,551,5,0,6,487,67,7,29,527,0,0,551,15,12,0,27,0,0,1,2,1,3,7,7,4,4,0,22 to 95,66,10,12,5,0,3,23,1,4,2,7,0,0,3,29,14,15,27,2,0,602,3,635,605,29,3,46,9,2020-05-29 19:58:58.821981
067,LAFAYETTE,336,5,0,41,40,38,33,34,45,55,44,1,0 to 119,59,218,110,8,336,0,0,11,324,13,1,8,328,0,0,336,3,5,0,8,0,0,2,2,0,1,1,0,0,2,0,19 to 98,40,8,0,0,0,2,6,0,1,0,1,0,0,0,8,5,3,8,0,0,365,0,373,365,8,0,1,1,2020-05-29 19:58:58.821981
069,LAKE,14882,205,226,744,1311,1435,1842,2424,2789,1982,648,1276,0 to 101,59,7798,5968,1116,14749,133,0,117,14429,311,92,291,14569,9,13,14727,143,134,0,277,1,8,18,32,39,56,45,48,39,5,0,1 to 98,52,148,39,73,17,74,183,20,116,11,70,5,1,15,291,142,149,277,14,0,15715,119,16135,15834,291,15,360,106,2020-05-29 19:58:58.821981
071,LEE,25054,274,315,1551,2728,2993,3515,4385,4680,3141,1415,57,0 to 119,57,14517,10308,229,24119,934,1,440,22982,1780,166,1847,23159,3,45,24072,969,811,6,1786,18,22,122,214,263,304,292,240,185,187,0,0 to 101,54,1139,310,42,295,439,1034,313,596,15,415,13,4,101,1847,847,994,1785,61,1,25695,873,28421,26568,1847,101,1823,454,2020-05-29 19:58:58.821981
073,LEON,12621,186,291,1436,2058,1862,1952,2082,1712,671,340,31,0 to 119,47,6527,5956,138,12394,226,1,129,12051,390,80,401,12205,4,11,12380,202,174,0,376,2,12,107,69,54,55,62,28,9,3,0,0 to 87,36,139,208,8,21,21,328,27,75,10,37,9,6,6,401,188,213,375,25,1,13951,201,14558,14152,401,6,563,210,2020-05-29 19:58:58.821981
075,LEVY,1586,25,26,130,186,167,215,320,253,184,79,1,0 to 118,56,966,603,17,1585,1,0,16,1468,191,2,31,1555,0,0,1585,23,8,0,31,1,0,3,5,7,3,7,1,1,3,0,3 to 99,44,17,8,3,3,6,22,3,10,0,3,0,0,0,31,8,23,31,0,0,1839,1,1871,1840,31,0,58,8,2020-05-29 19:58:58.821981
077,LIBERTY,2209,3,4,155,686,561,398,268,93,28,5,8,0 to 92,39,164,2036,9,2209,0,0,1,2008,52,0,213,1996,0,0,2209,5,208,0,213,0,0,12,55,52,54,36,4,0,0,0,20 to 73,41,110,94,5,4,6,129,78,5,0,1,0,0,0,213,208,5,213,0,0,2023,0,2238,2023,213,0,24,5,2020-05-29 19:58:58.821981
079,MADISON,1010,42,33,85,112,119,138,146,176,105,47,7,0 to 99,52,643,360,7,987,23,0,24,887,213,10,69,939,2,0,985,39,26,0,65,2,0,8,4,8,8,16,10,4,9,0,0 to 98,57,21,37,4,3,1,52,12,10,0,4,0,1,4,69,27,42,65,4,0,975,19,1065,994,69,4,117,30,2020-05-29 19:58:58.821981
081,MANATEE,15034,244,294,787,1335,1507,1958,2884,3230,2003,689,103,0 to 119,59,8594,6114,326,14792,242,0,487,14050,958,43,1022,14004,6,2,14784,581,433,1,1015,9,32,56,109,140,150,160,151,136,79,0,0 to 101,55,675,188,75,77,243,650,122,141,2,211,2,2,96,1022,436,585,1015,7,0,16274,235,17540,16509,1022,96,190,92,2020-05-29 19:58:58.821981
083,MARION,11947,139,167,719,1343,1418,1805,2124,2210,1437,559,26,0 to 168,56,7251,4650,46,11916,31,0,3016,8577,1615,130,243,11299,1,404,11511,133,105,0,238,4,3,16,34,48,44,44,29,14,7,0,0 to 97,49,175,39,17,7,44,187,7,45,3,33,0,0,6,243,106,137,238,5,0,11994,26,12264,12020,243,6,285,133,2020-05-29 19:58:58.821981
085,MARTIN,6621,114,121,414,586,710,822,1262,1308,918,346,20,0 to 100,59,3271,2854,496,6530,91,0,147,6144,465,64,601,6010,5,5,6521,280,305,4,589,23,26,85,81,112,102,77,41,38,15,1,0 to 92,41,255,13,191,130,299,164,126,118,2,74,1,1,9,601,313,284,589,12,0,7227,78,7912,7305,601,9,62,51,2020-05-29 19:58:58.821981
087,MONROE,2621,25,37,131,276,339,444,592,455,231,89,2,0 to 101,56,1375,1193,53,2564,57,0,737,1600,526,88,108,2414,0,99,2466,45,52,0,97,0,3,7,13,13,17,20,16,13,6,0,6 to 91,55,74,5,1,17,22,54,21,14,3,10,2,0,4,108,58,50,97,11,0,2484,45,2637,2529,108,4,323,83,2020-05-29 19:58:58.821981
089,NASSAU,3211,44,50,221,325,361,442,619,594,381,170,4,0 to 103,57,1727,1277,207,3103,108,0,33,3128,55,27,74,3137,0,0,3103,36,31,0,67,0,0,9,15,13,8,8,12,6,3,0,15 to 89,45,54,9,2,2,1,64,2,22,0,14,0,0,1,74,34,40,67,7,0,3509,101,3684,3610,74,1,37,31,2020-05-29 19:58:58.821981
091,OKALOOSA,6750,154,121,501,955,957,883,1044,801,727,568,39,0 to 119,52,4125,2580,45,6609,140,1,112,6381,211,66,207,6541,2,0,6608,108,91,0,199,4,4,8,23,31,29,40,31,24,13,0,0 to 96,56,152,32,15,0,37,162,0,58,2,35,1,0,6,207,96,111,198,8,1,7019,132,7360,7151,207,6,534,179,2020-05-29 19:58:58.821981
093,OKEECHOBEE,1505,21,32,205,174,156,187,232,177,174,136,11,0 to 119,53,898,586,21,1498,7,0,48,1408,89,7,70,1435,0,0,1498,34,35,0,69,0,4,21,11,13,7,8,3,2,1,0,6 to 87,34,46,16,2,5,25,38,6,3,0,7,1,0,0,70,36,34,69,1,0,1572,6,1648,1578,70,0,76,47,2020-05-29 19:58:58.821981
095,ORANGE,61227,1078,1379,4484,8502,9010,9824,10103,7305,3473,1329,4740,0 to 120,49,33922,26988,317,60186,1040,1,594,59481,1460,374,1945,59218,50,14,60123,883,979,1,1863,31,49,200,350,361,401,300,143,79,31,0,0 to 101,44,803,304,646,110,849,868,146,595,42,313,35,5,41,1945,1028,916,1862,82,1,66573,958,69529,67531,1945,41,621,410,2020-05-29 19:58:58.821981
097,OSCEOLA,13150,163,341,870,1748,1889,2181,2285,1763,875,319,716,0 to 155,50,7382,5697,71,13077,73,0,378,12088,721,190,688,12404,13,45,13020,325,318,0,643,7,17,48,108,109,131,116,83,53,16,0,0 to 102,48,327,61,252,3,391,220,32,236,6,151,6,2,19,688,352,335,643,45,0,13617,27,14346,13644,688,19,524,77,2020-05-29 19:58:58.821981
099,PALM BEACH,64471,924,1269,4205,7445,7520,9025,11252,10279,7225,3735,1592,0 to 119,56,35561,28622,288,63734,735,2,1524,60460,4499,304,5765,58353,223,130,63386,2759,2905,7,5671,54,119,522,896,886,882,837,645,549,374,1,0 to 104,49,2702,1099,811,1059,1745,2782,1144,1534,28,1148,18,12,335,5765,2956,2802,5669,94,2,65243,638,71882,65881,5765,335,726,462,2020-05-29 19:58:58.821981
101,PASCO,13209,255,303,893,1535,1771,2099,2372,2111,1289,553,28,0 to 119,53,7747,5415,47,13135,74,0,153,12678,476,97,377,12807,6,19,13110,198,169,0,367,7,11,27,44,71,75,53,57,17,15,0,0 to 94,49,240,42,46,39,72,248,47,94,4,76,3,1,13,377,175,202,367,10,0,14374,64,14826,14438,377,13,656,195,2020-05-29 19:58:58.821981
103,PINELLAS,35489,334,401,1973,3946,3977,5085,6985,6533,4007,2168,80,0 to 120,58,20565,14823,101,35165,324,0,1453,33087,2661,363,1238,34126,12,113,35041,665,523,0,1188,6,24,85,162,140,190,203,174,136,118,0,0 to 101,55,863,211,77,37,117,999,72,364,18,383,16,1,82,1238,553,685,1188,50,0,38678,273,40204,38951,1238,82,320,228,2020-05-29 19:58:58.821981
105,POLK,18000,420,441,1238,2203,2262,2599,2981,2902,1855,759,340,0 to 119,53,10452,7352,196,17910,90,0,304,16821,988,125,977,17011,4,8,17898,594,367,5,966,3,13,73,132,131,144,149,116,122,94,0,2 to 103,54,594,207,121,44,239,647,80,391,7,307,2,0,55,977,371,601,966,11,0,19131,79,20193,19210,977,55,690,234,2020-05-29 19:58:58.821981
107,PUTNAM,3357,67,99,305,483,415,532,572,419,294,160,11,0 to 118,50,2124,1187,46,3349,8,0,72,3117,222,19,149,3204,2,2,3345,90,59,0,149,0,12,13,21,22,26,15,18,15,7,0,6 to 98,47,86,54,8,1,6,139,4,33,0,21,0,0,5,149,59,90,149,0,0,3468,8,3627,3476,149,5,109,40,2020-05-29 19:58:58.821981
113,SANTA ROSA,6856,226,260,518,897,960,1021,1147,1040,542,235,10,0 to 119,50,3757,3071,28,6791,65,0,65,6604,206,51,240,6613,2,1,6788,64,173,0,237,3,2,18,43,44,43,38,31,11,7,0,0 to 94,47,166,42,5,24,12,181,44,24,0,24,0,0,9,240,173,67,237,3,0,7591,62,7896,7653,240,9,583,75,2020-05-29 19:58:58.821981
115,SARASOTA,12910,151,166,640,1118,1164,1600,2403,2738,1960,929,41,0 to 119,61,7286,5437,187,12678,232,0,409,12166,861,90,622,12284,3,1,12674,353,252,0,605,3,5,26,54,63,72,92,103,115,89,0,0 to 104,64,492,44,37,32,53,486,66,189,10,165,7,1,77,622,262,360,605,17,0,14473,215,15315,14688,622,77,224,118,2020-05-29 19:58:58.821981
117,SEMINOLE,16334,207,373,1219,2005,2186,2542,2804,2453,1163,499,883,0 to 119,51,9309,6892,133,16299,35,0,238,15743,455,95,481,15838,12,3,16284,258,216,0,474,7,9,52,81,74,86,60,65,27,20,0,0 to 100,46,340,70,59,5,168,299,7,190,5,108,1,0,12,481,219,262,474,7,0,19048,28,19569,19076,481,12,400,157,2020-05-29 19:58:58.821981
109,ST. JOHNS,9616,129,225,670,961,1411,1584,1754,1619,860,387,16,0 to 119,53,5357,4136,123,9588,28,0,220,9119,357,119,252,9330,22,12,9554,122,118,2,242,2,6,19,23,33,52,59,40,14,4,0,2 to 97,52,193,17,17,15,15,202,25,60,3,38,3,0,6,252,124,126,242,10,0,10521,18,10814,10539,252,6,159,122,2020-05-29 19:58:58.821981
111,ST. LUCIE,9416,151,175,583,1086,1143,1431,1699,1598,1032,487,31,0 to 119,55,5423,3769,224,9270,146,0,317,8540,780,71,449,8881,6,80,9184,233,206,0,439,2,7,31,73,68,71,70,60,41,26,0,3 to 97,51,220,110,43,66,71,286,82,135,0,95,1,0,30,449,210,239,439,10,0,10166,136,10758,10302,449,30,74,59,2020-05-29 19:58:58.821981
119,SUMTER,3799,27,25,90,169,178,293,508,1406,885,131,87,0 to 119,69,1852,1732,215,3725,74,0,105,3449,265,53,253,3523,0,23,3702,72,180,0,252,0,0,7,6,31,40,38,87,37,7,0,17 to 92,65,210,34,5,3,14,233,5,58,0,44,0,0,17,253,181,72,252,1,0,3789,73,4120,3862,253,17,50,38,2020-05-29 19:58:58.821981
121,SUWANNEE,2097,54,46,156,268,237,242,339,298,235,212,10,0 to 118,56,1345,667,85,2092,5,0,56,1855,497,11,166,1931,0,0,2092,113,48,0,161,1,6,15,16,21,19,19,20,29,20,0,1 to 102,57,107,42,4,8,14,137,10,29,1,38,0,0,18,166,50,116,161,5,0,2210,0,2378,2210,166,18,8,6,2020-05-29 19:58:58.821981
123,TAYLOR,816,33,17,70,106,100,107,151,137,68,23,4,0 to 118,52,462,322,32,809,7,0,15,742,86,4,19,796,1,0,808,10,9,0,19,0,0,6,4,1,1,5,2,0,0,0,20 to 70,32,19,0,0,0,1,18,0,5,0,3,0,0,0,19,9,10,19,0,0,890,7,917,897,19,0,102,70,2020-05-29 19:58:58.821981
125,UNION,1154,11,16,54,75,107,137,397,274,69,14,0,0 to 118,59,312,835,7,1154,0,0,13,1125,65,4,31,1123,0,0,1154,5,26,0,31,0,0,0,5,1,2,15,7,1,0,0,25 to 76,59,17,11,2,1,0,30,1,4,0,4,0,0,1,31,26,5,31,0,0,1764,0,1795,1764,31,1,10,8,2020-05-29 19:58:58.821981
999,Unknown,1380,0,2,63,147,175,188,174,140,219,270,2,6 to 119,60,949,425,6,126,1254,0,1,1379,2,8,83,1295,1,1,125,1,3,0,4,0,1,5,24,17,21,7,1,6,1,0,6 to 86,41,1,0,1,2,0,0,4,0,1,0,0,0,0,83,51,32,4,79,0,178,1174,1450,1352,83,0,14,12,2020-05-29 19:58:58.821981
127,VOLUSIA,19879,168,285,991,1989,2132,2869,4146,3886,2118,1006,289,0 to 119,58,11083,8062,734,19784,95,0,217,19126,687,133,725,19141,12,1,19771,321,388,2,711,4,17,51,99,86,124,133,122,50,39,0,0 to 102,53,410,162,122,17,102,561,48,196,5,142,4,0,37,725,394,329,711,14,0,21082,81,21908,21163,725,37,729,285,2020-05-29 19:58:58.821981
129,WAKULLA,1229,13,26,83,136,165,208,243,207,107,39,2,0 to 102,54,698,520,11,1225,4,0,11,1185,178,3,33,1196,0,0,1225,22,9,0,31,0,0,5,5,4,9,5,3,1,1,0,18 to 86,46,15,13,3,0,0,31,0,6,0,5,0,0,1,33,9,24,31,2,0,1359,2,1394,1361,33,1,81,19,2020-05-29 19:58:58.821981
131,WALTON,1594,47,34,95,163,199,238,283,242,158,132,3,0 to 101,55,891,666,37,1539,55,0,26,1493,131,36,114,1479,1,0,1538,59,40,0,99,2,4,7,13,16,14,24,15,13,6,0,1 to 101,55,90,7,0,2,9,87,3,18,3,15,2,0,9,114,45,69,99,15,0,1617,40,1775,1657,114,9,68,31,2020-05-29 19:58:58.821981
133,WASHINGTON,851,11,12,48,86,105,136,181,123,96,53,0,0 to 119,56,502,323,26,847,4,0,28,753,84,10,54,790,0,7,840,25,27,2,54,0,0,3,5,3,4,10,12,13,4,0,16 to 99,68,21,2,0,31,0,22,32,3,0,9,0,0,4,54,27,25,54,0,0,888,4,947,892,54,4,74,41,2020-05-29 19:58:58.821981
001,ALACHUA,379,3,5,55,69,41,58,56,55,22,13,2,0 to 103,47,225,154,0,360,19,0,148,67,283,42,379,379,8,0,360,215,145,0,360,3,5,55,69,41,58,56,55,22,13,2,0 to 103,47,144,133,29,54,35,271,54,112,5,74,4,0,7,379,154,225,360,19,0,17705,250,18342,17955,379,7,78,57,2020-05-30 19:51:27.665987
003,BAKER,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,18,11,0,29,0,0,9,10,28,0,29,29,0,0,29,18,11,0,29,0,0,3,3,3,1,5,6,5,3,0,20 to 97,64,20,7,2,0,0,28,1,8,0,10,0,0,3,29,11,18,29,0,0,887,60,976,947,29,3,3,2,2020-05-30 19:51:27.665987
005,BAY,97,2,1,5,17,15,26,15,11,4,1,0,2 to 93,48,41,56,0,95,2,0,30,21,82,15,97,97,2,0,95,41,54,0,95,2,1,5,17,15,26,15,11,4,1,0,2 to 93,48,74,11,6,4,25,63,7,28,1,13,1,1,3,97,56,41,95,2,0,3710,19,3828,3729,97,3,35,28,2020-05-30 19:51:27.665987
007,BRADFORD,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,41,10,0,51,0,0,6,28,50,0,51,51,0,0,51,41,10,0,51,0,2,3,3,7,4,3,6,12,11,0,8 to 107,72,45,5,1,0,0,51,0,4,0,11,0,0,2,51,10,41,51,0,0,1577,2,1631,1579,51,2,112,80,2020-05-30 19:51:27.665987
009,BREVARD,420,3,11,40,45,55,65,88,53,36,24,0,0 to 99,53,228,192,0,409,11,0,108,126,317,72,420,420,2,0,409,220,189,0,409,3,11,40,45,55,65,88,53,36,24,0,0 to 99,53,301,57,21,30,72,304,33,99,2,61,2,0,12,420,192,228,409,11,0,22046,6,22474,22052,420,12,215,157,2020-05-30 19:51:27.665987
011,BROWARD,7067,28,80,563,1114,1113,1303,1275,791,500,300,0,0 to 102,50,3546,3518,3,6898,169,0,1403,1946,6099,748,7067,7067,42,0,6898,3485,3410,3,6898,28,80,563,1114,1113,1303,1275,791,500,300,0,0 to 102,50,3505,2566,663,164,2300,4444,154,2349,66,1495,54,21,313,7067,3518,3546,6898,169,0,95585,1262,103972,96847,7067,313,852,496,2020-05-30 19:51:27.665987
013,CALHOUN,56,0,0,4,3,4,1,2,6,17,19,0,20 to 99,80,43,13,0,56,0,0,2,4,46,1,56,56,1,0,56,43,13,0,56,0,0,4,3,4,1,2,6,17,19,0,20 to 99,80,38,9,1,8,0,45,11,12,0,6,0,0,4,56,13,43,56,0,0,529,0,587,529,56,4,67,6,2020-05-30 19:51:27.665987
015,CHARLOTTE,450,3,4,12,43,25,46,81,67,76,93,0,0 to 101,67,282,168,0,448,2,0,106,38,424,19,450,450,1,0,448,281,167,0,448,3,4,12,43,25,46,81,67,76,93,0,0 to 101,67,363,50,9,26,18,397,33,88,1,121,1,0,63,450,168,282,448,2,0,5591,16,6058,5607,450,63,80,59,2020-05-30 19:51:27.665987
017,CITRUS,121,2,4,8,9,7,17,29,20,15,10,0,0 to 97,60,60,61,0,121,0,0,21,27,101,17,121,121,2,0,121,60,61,0,121,2,4,8,9,7,17,29,20,15,10,0,0 to 97,60,85,1,10,25,14,83,24,30,0,32,0,0,12,121,61,60,121,0,0,4174,6,4304,4180,121,12,493,54,2020-05-30 19:51:27.665987
019,CLAY,380,0,3,19,34,45,58,68,72,53,28,0,6 to 95,59,223,156,1,377,3,0,59,43,338,34,380,380,3,0,377,221,155,1,377,0,3,19,34,45,58,68,72,53,28,0,6 to 95,59,222,75,33,47,27,291,59,115,0,92,0,0,28,380,156,223,377,3,0,8979,17,9380,8996,380,28,197,164,2020-05-30 19:51:27.665987
021,COLLIER,1514,33,66,170,213,229,220,225,150,140,68,0,0 to 101,46,754,760,0,1439,75,0,217,450,1178,111,1514,1514,3,0,1439,722,717,0,1439,33,66,170,213,229,220,225,150,140,68,0,0 to 101,46,941,83,146,269,739,443,257,285,19,200,10,5,49,1514,760,754,1439,75,0,14537,280,16338,14817,1514,49,1319,325,2020-05-30 19:51:27.665987
023,COLUMBIA,144,4,4,15,31,22,28,24,11,4,1,0,0 to 91,44,67,77,0,143,1,0,62,9,134,6,144,144,0,0,143,67,76,0,143,4,4,15,31,22,28,24,11,4,1,0,0 to 91,44,73,63,5,2,9,130,4,5,0,13,0,0,2,144,77,67,143,1,0,3623,13,3786,3636,144,2,9,7,2020-05-30 19:51:27.665987
025,DADE,17826,94,207,1412,2911,2804,3318,2922,1942,1252,945,19,0 to 108,49,8822,9001,3,17634,191,1,3113,6518,12233,830,17826,17826,192,0,17635,8759,8873,3,17635,94,207,1412,2911,2804,3318,2922,1942,1252,945,19,0 to 108,49,9734,2840,836,4225,9445,3830,4360,4797,44,2909,30,11,700,17826,9001,8822,17634,191,1,158132,884,177039,159016,17826,700,2155,1417,2020-05-30 19:51:27.665987
027,DESOTO,173,0,9,20,43,27,21,26,17,5,5,0,7 to 92,39,61,82,30,173,0,0,5,70,123,6,173,173,0,0,173,61,82,30,173,0,9,20,43,27,21,26,17,5,5,0,7 to 92,39,143,6,2,22,104,40,29,32,0,23,0,0,7,173,82,61,173,0,0,2312,10,2496,2322,173,7,147,68,2020-05-30 19:51:27.665987
029,DIXIE,49,0,2,10,1,9,8,9,3,4,3,0,6 to 91,49,21,28,0,49,0,0,3,9,35,0,49,49,1,0,49,21,28,0,49,0,2,10,1,9,8,9,3,4,3,0,6 to 91,49,37,11,0,1,0,47,2,10,0,8,0,0,2,49,28,21,49,0,0,843,0,892,843,49,2,61,11,2020-05-30 19:51:27.665987
031,DUVAL,1608,22,39,160,263,256,242,279,190,97,60,0,0 to 101,48,868,738,2,1549,59,0,300,551,1174,148,1608,1608,19,0,1549,839,710,0,1549,22,39,160,263,256,242,279,190,97,60,0,0 to 101,48,683,566,183,117,220,1169,160,338,15,263,9,2,48,1608,738,868,1549,59,0,51292,526,53454,51818,1608,48,979,863,2020-05-30 19:51:27.665987
033,ESCAMBIA,810,7,16,78,99,109,99,130,105,105,62,0,0 to 105,54,480,330,0,656,154,0,120,358,509,58,810,810,9,0,656,383,273,0,656,7,16,78,99,109,99,130,105,105,62,0,0 to 105,54,303,247,18,88,14,491,151,85,0,64,0,0,33,810,330,480,656,154,0,16365,2574,19758,18939,810,33,140,60,2020-05-30 19:51:27.665987
