COUNTY,COUNTYNAME,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,PUIAgeAvrg,PUIAgeRange,C_AgeAvrg,C_AgeRange,C_AllResTypes,C_NonResDeaths,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUITravelNo,PUITravelUnkn,PUITravelYes,C_ED_NO,C_ED_NoData,C_ED_Yes,C_Hosp_No,C_Hosp_Nodata,C_Hosp_Yes,FLResDeaths,PUILab_Yes,TPositive,TNegative,TInconc,TPending,PUIContNo,PUIContUnkn,PUIContYes,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Scrape_Time
069,LAKE,1909,60,32,134,259,221,303,310,282,237,69,2,0,0,4,4,11,18,22,25,16,1,51,0 to 101,59,17 to 86,94,0,1115,763,31,1893,16,0,75,1794,40,19,44,38,43,35,23,2,1899,101,1793,5,10,46,46,69,101,47,54,94,7,0,1785,9,1909,1794,101,2,179,135,2020-04-05 20:15:20.752265
071,LEE,3856,55,42,241,535,545,639,656,617,394,130,2,0,1,18,47,46,53,67,76,58,13,52,0 to 100,56,10 to 100,358,0,2254,1529,73,3823,32,1,259,3527,70,115,184,80,153,156,70,11,3838,379,3459,0,18,102,53,246,379,188,186,357,21,1,3450,9,3856,3459,379,11,534,417,2020-04-05 20:15:20.752265
073,LEON,1023,31,23,146,186,156,155,161,106,46,13,0,0,0,3,10,12,6,6,4,0,1,43,0 to 95,43,19 to 86,39,0,598,408,17,1017,5,1,30,960,33,21,0,21,34,0,8,0,1019,42,977,0,4,28,16,26,42,23,19,38,3,1,975,2,1023,977,42,0,160,114,2020-04-05 20:15:20.752265
075,LEVY,155,4,7,13,22,20,28,17,26,14,4,0,0,0,0,0,0,1,3,0,0,0,48,0 to 118,57,48 to 64,4,0,104,51,0,155,0,0,18,137,0,2,1,1,2,1,1,0,155,4,151,0,0,7,11,3,4,1,3,4,0,0,151,0,155,151,4,0,7,6,2020-04-05 20:15:20.752265
077,LIBERTY,9,1,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,2 to 76,NA,NA,0,0,6,3,0,9,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,9,9,0,0,0,0,2020-04-05 20:15:20.752265
079,MADISON,59,5,0,5,7,6,11,8,10,5,2,0,2,0,2,1,0,2,2,1,0,0,48,0 to 88,36,0 to 66,9,0,36,21,2,58,1,0,12,44,3,4,3,3,9,0,1,0,58,10,48,0,1,6,1,9,10,4,6,9,1,0,48,0,59,48,10,0,25,24,2020-04-05 20:15:20.752265
081,MANATEE,910,15,16,55,109,120,160,163,146,85,40,1,0,2,5,14,14,27,21,29,22,2,52,0 to 100,56,14 to 86,136,0,538,351,21,903,7,0,86,807,17,5,110,21,50,55,31,3,908,136,772,0,2,67,49,33,136,64,71,136,0,0,765,7,910,772,136,3,179,115,2020-04-05 20:15:20.752265
083,MARION,1179,22,18,103,126,146,178,208,218,108,49,3,0,0,3,7,7,12,11,8,1,1,52,0 to 118,50,19 to 88,47,0,699,452,28,1174,5,0,59,1066,54,36,1,13,44,0,6,2,1024,50,974,0,155,219,329,68,50,22,28,47,3,0,973,1,1179,974,50,2,94,84,2020-04-05 20:15:20.752265
085,MARTIN,661,11,6,34,69,76,99,115,131,82,38,0,0,0,4,5,3,11,15,10,12,0,55,1 to 99,57,20 to 84,57,0,369,270,22,658,3,0,34,601,26,28,11,21,40,8,12,0,657,60,597,0,4,27,18,27,60,35,25,57,3,0,597,0,661,597,60,0,58,51,2020-04-05 20:15:20.752265
087,MONROE,467,5,4,29,62,74,88,97,73,23,12,0,0,0,5,7,4,10,7,6,5,0,50,0 to 92,49,19 to 80,38,0,271,193,3,445,22,0,58,356,53,14,19,11,33,4,7,2,395,44,351,0,72,96,140,30,44,23,21,38,6,0,336,15,467,351,44,2,124,111,2020-04-05 20:15:20.752265
089,NASSAU,385,3,6,29,62,59,61,75,50,33,7,0,0,0,1,3,3,2,4,6,2,0,49,1 to 92,55,24 to 84,21,0,232,131,22,381,4,0,16,353,16,7,5,9,17,0,4,0,385,21,364,0,0,18,8,10,21,10,11,21,0,0,360,4,385,364,21,0,21,18,2020-04-05 20:15:20.752265
091,OKALOOSA,528,24,19,38,95,89,79,87,56,31,9,1,1,0,2,12,9,8,10,9,10,1,45,0 to 93,52,3 to 87,59,0,314,200,14,523,4,1,79,408,41,36,4,22,54,0,8,1,503,62,441,0,25,60,17,71,62,32,30,58,3,1,440,1,528,441,62,1,242,158,2020-04-05 20:15:20.752265
093,OKEECHOBEE,134,5,8,13,16,20,20,24,13,11,3,1,0,0,0,1,1,0,0,1,0,0,46,0 to 97,49,33 to 74,2,0,64,57,13,131,3,0,24,103,7,0,3,0,2,0,1,0,132,3,129,0,2,27,2,1,3,2,1,2,1,0,127,2,134,129,3,0,2,1,2020-04-05 20:15:20.752265
095,ORANGE,7265,280,208,653,1338,1337,1194,1013,707,367,167,1,8,6,56,123,133,152,123,68,31,13,44,0 to 101,47,0 to 101,671,0,4174,3061,30,7094,170,1,224,6922,119,120,415,178,234,390,89,8,7252,713,6536,3,13,208,115,143,713,384,325,670,42,1,6411,128,7265,6539,713,8,559,399,2020-04-05 20:15:20.752265
097,OSCEOLA,1611,25,40,131,300,301,275,244,182,91,19,3,1,2,16,27,38,48,48,35,13,1,46,0 to 97,50,0 to 91,225,0,935,666,10,1601,10,0,236,1253,122,79,59,91,116,55,58,4,1530,229,1301,0,81,183,52,170,229,122,107,225,4,0,1297,4,1611,1301,229,4,201,124,2020-04-05 20:15:20.752265
099,PALM BEACH,5623,84,90,386,789,796,899,879,825,574,280,21,4,2,57,98,117,146,154,182,169,70,52,0 to 110,58,0 to 99,968,0,3168,2375,80,5567,54,2,343,5172,108,82,704,214,181,660,159,49,5536,1000,4535,1,87,142,573,223,1000,510,481,966,32,2,4514,21,5623,4535,1000,49,652,538,2020-04-05 20:15:20.752265
101,PASCO,2298,39,58,147,280,375,411,425,339,167,54,3,1,1,9,12,23,19,18,17,2,0,50,0 to 100,47,1 to 82,98,0,1400,890,8,2279,19,0,118,2116,64,39,29,34,72,9,21,2,2280,102,2177,1,18,89,61,76,102,53,49,98,4,0,2162,15,2298,2177,102,2,268,179,2020-04-05 20:15:20.752265
103,PINELLAS,6380,95,97,403,952,886,1044,1146,975,520,248,14,0,3,28,61,40,69,81,55,19,3,51,0 to 104,50,6 to 95,329,0,3754,2603,23,6275,105,0,426,5698,256,184,80,95,241,58,60,8,6325,359,5954,12,55,424,73,146,359,187,172,329,30,0,5884,74,6380,5958,359,8,306,236,2020-04-05 20:15:20.752265
105,POLK,2437,52,47,187,346,368,384,381,361,235,76,0,1,4,6,23,25,25,28,27,15,3,50,0 to 98,52,3 to 88,156,0,1412,974,51,2427,10,0,156,2203,78,50,38,69,71,33,53,4,2421,157,2262,2,16,141,46,77,157,73,83,156,1,0,2253,9,2437,2262,157,4,192,152,2020-04-05 20:15:20.752265
107,PUTNAM,519,14,14,44,73,71,77,95,60,51,18,2,0,1,2,0,2,6,2,5,1,0,49,0 to 97,51,14 to 82,19,0,301,194,24,518,1,0,99,408,12,13,1,5,14,0,5,1,514,19,494,1,5,53,20,92,19,9,10,19,0,0,494,1,519,495,19,1,45,40,2020-04-05 20:15:20.752265
113,SANTA ROSA,724,45,33,81,123,124,120,79,79,34,6,0,2,0,10,8,7,6,10,8,4,0,41,0 to 98,46,0 to 84,55,0,431,291,2,723,1,0,42,651,31,25,18,12,47,0,8,2,724,55,668,1,0,44,4,28,55,33,22,55,0,0,668,1,724,669,55,2,415,170,2020-04-05 20:15:20.752265
115,SARASOTA,1310,22,17,60,118,130,170,201,226,219,147,0,2,0,5,8,12,16,19,33,30,15,59,0 to 115,63,0 to 99,127,0,723,569,18,1275,35,0,396,863,51,46,33,61,69,21,50,7,1299,140,1158,1,11,304,82,96,140,62,77,127,13,0,1138,21,1310,1159,140,7,217,128,2020-04-05 20:15:20.752265
117,SEMINOLE,2007,40,43,185,362,388,332,280,237,75,64,1,0,0,16,35,27,43,28,35,4,3,46,0 to 104,48,19 to 100,187,0,1212,778,17,2000,7,0,137,1800,70,72,29,90,123,26,42,1,1993,191,1801,1,14,122,62,94,191,86,105,187,4,0,1798,3,2007,1801,191,1,302,230,2020-04-05 20:15:20.752265
109,ST. JOHNS,2253,43,55,152,294,404,430,389,291,143,50,2,0,3,8,12,11,31,38,31,6,1,48,0 to 96,53,9 to 91,137,0,1259,906,88,2246,7,0,165,2010,78,77,24,40,102,15,24,2,2215,141,2072,2,38,142,124,125,141,75,64,137,4,0,2070,3,2253,2073,141,2,133,113,2020-04-05 20:15:20.752265
111,ST. LUCIE,1071,23,32,72,128,146,178,180,164,106,42,0,0,0,5,6,8,10,19,20,10,4,51,0 to 98,58,18 to 95,80,0,608,412,51,1066,5,0,91,946,34,39,5,38,51,5,26,3,1050,82,968,0,21,84,15,42,82,37,45,80,2,0,965,3,1071,968,82,3,73,68,2020-04-05 20:15:20.752265
119,SUMTER,920,10,10,12,23,28,62,135,402,219,19,0,0,0,1,0,4,5,9,31,21,4,66,0 to 96,68,18 to 92,75,0,514,383,23,920,0,0,64,819,37,38,8,29,46,4,25,3,909,75,829,5,11,86,27,51,75,42,32,75,0,0,833,0,920,833,75,3,40,37,2020-04-05 20:15:20.752265
121,SUWANNEE,162,2,2,14,21,19,28,27,26,18,5,0,0,0,3,3,4,3,2,0,3,0,52,1 to 92,45,21 to 80,18,0,116,42,4,162,0,0,54,104,4,12,3,3,14,0,4,0,159,18,141,0,3,37,19,25,18,3,15,18,0,0,141,0,162,141,18,0,7,5,2020-04-05 20:15:20.752265
123,TAYLOR,52,0,0,2,5,10,9,15,7,4,0,0,0,0,0,0,0,0,0,0,0,0,52,19 to 82,NA,NA,0,0,29,23,0,52,0,0,5,46,1,0,0,0,0,0,0,0,52,0,52,0,0,6,0,0,0,0,0,0,0,0,52,0,52,52,0,0,3,3,2020-04-05 20:15:20.752265
125,UNION,68,4,1,4,8,16,11,9,9,4,2,0,0,0,0,1,0,0,1,0,0,0,47,1 to 86,42,25 to 60,2,0,34,31,3,68,0,0,6,59,3,0,2,0,1,1,0,0,67,2,65,0,1,8,6,0,2,1,1,2,0,0,65,0,68,65,2,0,4,3,2020-04-05 20:15:20.752265
999,Unknown,106,2,1,5,11,6,15,11,24,15,14,2,0,0,1,1,0,0,1,1,0,0,60,0 to 96,47,24 to 72,0,0,51,53,2,80,26,0,0,105,1,0,3,1,1,3,0,0,39,4,35,0,67,0,0,1,4,0,4,0,4,0,22,13,106,35,4,0,13,11,2020-04-05 20:15:20.752265
127,VOLUSIA,1458,28,31,84,208,205,221,264,248,123,45,1,0,0,9,23,21,24,21,38,13,2,51,0 to 101,53,17 to 89,148,0,860,586,12,1451,7,0,77,1298,83,65,44,42,74,43,34,2,1454,151,1301,2,4,55,36,83,151,78,71,148,3,0,1298,4,1458,1302,151,2,283,186,2020-04-05 20:15:20.752265
129,WAKULLA,96,1,3,8,16,15,20,15,9,5,3,1,0,0,0,1,1,3,0,1,0,0,47,4 to 93,46,27 to 65,5,0,58,38,0,95,1,0,10,85,1,3,0,3,2,0,4,0,96,6,90,0,0,4,1,7,6,2,4,5,1,0,90,0,96,90,6,0,26,15,2020-04-05 20:15:20.752265
131,WALTON,192,9,4,16,19,30,42,33,26,10,3,0,0,0,3,2,2,6,3,2,4,1,47,0 to 97,53,20 to 90,16,0,107,81,4,181,11,0,41,123,28,15,1,7,17,1,5,0,192,23,169,0,0,17,40,12,23,9,14,16,7,0,165,4,192,169,23,0,26,20,2020-04-05 20:15:20.752265
133,WASHINGTON,71,0,1,3,10,18,10,14,9,5,1,0,0,0,0,0,0,1,0,0,0,0,50,5 to 86,53,53 to 53,1,0,43,22,6,71,0,0,18,47,6,0,1,0,0,0,1,0,69,1,68,0,2,20,2,2,1,1,0,1,0,0,68,0,71,68,1,0,9,9,2020-04-05 20:15:20.752265
001,ALACHUA,2351,78,36,362,519,371,293,288,228,95,43,38,1,0,25,30,16,17,21,14,6,2,42,0 to 118,43,2 to 91,125,0,1406,906,39,2311,40,0,163,2152,36,42,66,25,54,63,16,0,2339,133,2202,4,12,86,75,21,133,58,74,125,8,0,2171,32,2351,2203,133,0,62,50,2020-04-06 20:28:54.221889
003,BAKER,150,5,5,12,23,16,31,18,12,18,10,0,0,0,1,0,0,0,3,2,4,3,49,0 to 99,72,24 to 97,13,0,97,40,13,148,2,0,46,101,3,10,1,2,10,0,3,0,149,13,136,0,1,14,18,16,13,4,9,13,0,0,134,2,150,136,13,0,1,0,2020-04-06 20:28:54.221889
005,BAY,313,4,4,22,54,45,71,57,29,21,6,0,0,0,1,4,5,6,4,3,0,1,48,0 to 99,49,21 to 93,23,0,173,129,11,311,2,0,32,255,26,11,2,11,19,0,5,1,312,24,288,0,1,21,26,12,24,16,8,23,1,0,287,1,313,288,24,1,30,28,2020-04-06 20:28:54.221889
007,BRADFORD,165,0,0,13,19,17,17,26,21,32,18,2,0,0,0,0,1,0,1,1,3,3,59,19 to 100,76,36 to 100,9,0,100,55,10,165,0,0,36,129,0,2,5,2,6,1,2,0,156,9,147,0,9,10,31,17,9,2,7,9,0,0,147,0,165,147,9,0,27,16,2020-04-06 20:28:54.221889
009,BREVARD,1439,21,26,84,210,202,202,296,214,121,62,1,1,2,6,13,11,15,22,9,9,4,51,0 to 103,51,1 to 94,86,0,851,559,29,1432,7,0,107,1294,38,38,11,43,59,5,28,0,1436,92,1343,1,3,60,57,34,92,51,41,86,6,0,1342,1,1439,1343,92,0,200,164,2020-04-06 20:28:54.221889
011,BROWARD,18360,148,213,1238,3195,3402,3501,3097,2083,989,471,23,2,11,165,328,358,380,391,260,126,53,48,0 to 106,49,0 to 98,2024,0,9347,7534,1479,18199,161,0,1204,16575,581,643,836,596,1044,768,263,47,18298,2075,16206,17,62,669,948,937,2075,1126,921,2024,51,0,16104,107,18360,16211,2075,47,939,701,2020-04-06 20:28:54.221889
013,CALHOUN,36,0,1,3,6,6,3,4,6,6,1,0,0,0,0,1,0,0,0,1,0,1,52,14 to 88,62,26 to 88,3,0,19,16,1,36,0,0,2,31,3,1,0,2,1,0,2,0,36,3,33,0,0,2,2,2,3,1,2,3,0,0,33,0,36,33,3,0,8,7,2020-04-06 20:28:54.221889
015,CHARLOTTE,634,10,10,33,57,69,93,110,133,72,45,2,0,0,2,3,1,11,7,16,9,6,56,0 to 98,64,24 to 94,55,0,373,251,10,629,5,0,35,591,8,15,27,13,21,22,12,1,629,55,573,1,5,21,1,26,55,21,34,55,0,0,569,4,634,573,55,1,74,63,2020-04-06 20:28:54.221889
017,CITRUS,600,10,11,35,66,73,78,108,115,74,27,3,0,0,4,5,5,5,12,7,6,2,54,0 to 97,56,17 to 88,46,0,329,189,82,598,2,0,103,479,18,19,14,13,28,5,13,2,595,46,548,1,5,33,61,46,46,21,25,46,0,0,547,2,600,549,46,2,167,79,2020-04-06 20:28:54.221889
019,CLAY,1220,13,28,79,161,222,263,209,143,69,26,7,0,0,6,8,13,21,14,11,3,5,48,0 to 99,52,18 to 95,81,0,688,472,60,1218,2,0,112,1082,26,40,8,33,54,5,22,6,1216,81,1135,0,4,55,28,62,81,40,41,81,0,0,1133,2,1220,1135,81,6,43,31,2020-04-06 20:28:54.221889
021,COLLIER,2284,18,32,146,292,287,303,380,402,312,110,2,2,1,17,39,16,27,51,46,40,10,54,0 to 103,55,0 to 99,205,0,1310,961,13,2178,106,0,277,1892,115,97,88,64,154,62,33,3,2260,249,2011,0,24,143,175,109,249,130,118,205,44,0,1950,61,2284,2011,249,3,367,348,2020-04-06 20:28:54.221889
023,COLUMBIA,283,15,19,23,31,41,33,57,41,15,5,3,1,0,1,2,1,2,6,2,0,0,45,0 to 98,47,1 to 70,15,0,154,119,10,280,3,0,78,194,11,2,13,0,13,0,2,0,267,15,251,1,16,88,45,28,15,7,8,15,0,0,251,1,283,252,15,0,7,6,2020-04-06 20:28:54.221889
025,MIAMI-DADE,24645,289,378,1550,4174,4251,4552,3924,3138,1610,735,44,16,29,318,848,803,943,761,548,281,113,49,0 to 115,48,0 to 103,4626,0,12811,11469,365,24517,127,1,929,23330,386,378,3607,686,815,3569,287,41,24467,4671,19763,33,178,455,665,832,4671,2482,2131,4625,45,1,19691,79,24645,19770,4671,41,2106,1706,2020-04-06 20:28:54.221889
027,DESOTO,192,5,1,8,33,22,18,34,29,31,11,0,0,0,0,5,0,0,3,2,2,2,54,0 to 92,57,27 to 92,14,0,117,73,2,191,1,0,54,137,1,7,2,5,9,0,5,3,190,14,176,0,2,8,73,20,14,10,4,14,0,0,175,1,192,176,14,3,3,0,2020-04-06 20:28:54.221889
029,DIXIE,72,3,3,5,6,20,6,8,14,6,0,1,0,0,0,0,0,0,0,1,0,0,46,0 to 82,66,66 to 66,1,0,39,33,0,72,0,0,7,65,0,0,0,1,0,0,1,0,72,1,71,0,0,7,2,0,1,0,1,1,0,0,71,0,72,71,1,0,0,0,2020-04-06 20:28:54.221889
031,DUVAL,8210,125,143,635,1554,1447,1398,1254,842,446,347,19,2,4,39,74,77,80,83,58,39,22,47,0 to 103,50,1 to 97,465,0,4739,3025,446,8168,42,0,163,8005,42,41,390,47,81,349,48,9,8095,478,7614,3,115,237,113,197,478,210,248,465,13,0,7590,27,8210,7617,478,9,323,278,2020-04-06 20:28:54.221889
033,ESCAMBIA,2075,88,66,236,384,316,329,316,203,101,36,0,1,1,24,25,22,21,20,15,9,3,43,0 to 100,45,2 to 95,134,0,1267,791,17,1884,191,0,74,1957,44,67,57,17,87,45,9,1,2072,141,1931,0,3,66,50,27,141,69,70,134,7,0,1747,184,2075,1931,141,1,112,82,2020-04-06 20:28:54.221889
035,FLAGLER,423,4,3,19,48,59,63,80,95,39,12,1,0,0,1,3,2,4,13,9,2,0,54,0 to 93,58,17 to 77,32,0,235,160,28,419,4,0,25,376,22,21,3,10,26,2,6,1,423,34,387,2,0,7,56,17,34,18,16,32,2,0,385,2,423,387,34,1,58,32,2020-04-06 20:28:54.221889
037,FRANKLIN,32,0,1,5,3,1,4,9,5,4,0,0,0,0,0,1,0,0,1,0,0,0,51,7 to 84,42,25 to 60,1,0,14,17,1,31,1,0,5,24,3,2,0,0,2,0,0,0,32,2,30,0,0,8,2,0,2,0,2,1,1,0,30,0,32,30,2,0,3,3,2020-04-06 20:28:54.221889
039,GADSDEN,93,4,0,6,14,11,25,12,13,6,1,1,0,0,1,2,0,1,0,0,1,0,48,0 to 90,45,24 to 81,5,0,61,30,2,92,0,1,5,83,5,2,3,0,3,2,0,0,93,5,88,0,0,2,5,4,5,2,3,4,0,1,88,0,93,88,5,0,16,16,2020-04-06 20:28:54.221889
041,GILCHRIST,67,4,1,9,8,13,8,8,7,7,2,0,0,0,0,0,0,0,0,0,0,0,45,0 to 89,NA,NA,0,0,39,28,0,67,0,0,5,62,0,0,0,0,0,0,0,0,67,0,67,0,0,1,2,0,0,0,0,0,0,0,67,0,67,67,0,0,1,1,2020-04-06 20:28:54.221889
043,GLADES,16,0,0,0,4,2,3,1,3,1,2,0,0,0,0,1,0,0,0,1,1,1,54,26 to 90,67,30 to 89,4,0,5,11,0,16,0,0,4,12,0,0,1,3,1,0,3,1,16,4,12,0,0,1,1,2,4,3,1,4,0,0,12,0,16,12,4,1,5,4,2020-04-06 20:28:54.221889
045,GULF,53,3,2,2,7,8,8,12,8,3,0,0,0,0,0,0,1,0,0,0,0,0,47,1 to 77,42,42 to 42,1,0,30,23,0,51,2,0,22,23,8,0,0,1,1,0,0,0,53,1,52,0,0,15,18,1,1,0,1,1,0,0,50,2,53,52,1,0,5,4,2020-04-06 20:28:54.221889
047,HAMILTON,46,0,1,7,3,8,5,12,3,5,2,0,0,0,0,0,0,0,1,0,0,0,50,11 to 93,56,56 to 56,1,0,21,21,4,44,2,0,11,33,2,0,0,1,1,0,0,0,45,1,44,0,1,8,2,5,1,0,1,1,0,0,43,1,46,44,1,0,2,0,2020-04-06 20:28:54.221889
049,HARDEE,44,2,1,4,7,5,5,9,9,1,1,0,0,0,0,0,1,0,0,1,0,0,47,0 to 89,56,39 to 73,1,0,26,18,0,42,2,0,2,40,2,1,0,1,1,0,1,0,44,2,42,0,0,2,2,0,2,0,2,1,1,0,41,1,44,42,2,0,0,0,2020-04-06 20:28:54.221889
051,HENDRY,135,2,4,7,24,24,17,27,15,9,6,0,0,0,0,3,3,1,1,1,0,0,49,1 to 90,43,28 to 70,9,0,78,54,3,134,1,0,13,121,1,5,0,4,6,0,3,0,135,9,126,0,0,10,5,2,9,4,5,9,0,0,125,1,135,126,9,0,19,18,2020-04-06 20:28:54.221889
053,HERNANDO,681,11,12,53,101,97,108,129,100,49,21,0,0,0,3,12,4,5,10,9,4,1,50,0 to 97,51,19 to 85,46,0,411,265,5,672,9,0,81,570,30,29,6,13,37,2,9,0,680,48,631,1,1,41,71,38,48,24,24,46,2,0,624,7,681,631,48,0,28,18,2020-04-06 20:28:54.221889
055,HIGHLANDS,282,11,1,16,45,38,41,41,43,33,11,2,1,0,3,7,2,4,4,6,8,1,51,0 to 95,54,0 to 85,35,0,157,102,23,278,4,0,16,254,12,11,6,19,20,5,11,2,279,36,241,2,3,14,68,20,36,22,14,35,1,0,238,3,282,241,36,2,51,28,2020-04-06 20:28:54.221889
057,HILLSBOROUGH,8762,258,231,835,1610,1522,1399,1305,952,453,192,5,6,12,75,102,100,108,85,53,28,6,45,0 to 110,44,0 to 93,560,0,5211,3509,42,8673,89,0,328,8234,200,188,223,164,404,80,91,5,8756,575,8173,8,6,295,237,229,575,288,287,560,15,0,8104,73,8762,8177,575,5,645,322,2020-04-06 20:28:54.221889
059,HOLMES,61,4,2,4,8,5,11,10,10,5,1,1,0,0,0,1,0,0,0,0,0,0,48,0 to 100,27,27 to 27,1,0,34,17,10,61,0,0,1,59,1,0,0,1,1,0,0,0,53,1,52,0,8,0,2,0,1,1,0,1,0,0,52,0,61,52,1,0,3,3,2020-04-06 20:28:54.221889
061,INDIAN RIVER,691,11,12,39,58,64,101,133,149,86,37,1,0,1,3,6,3,10,11,15,9,2,56,0 to 105,57,8 to 94,54,0,410,274,7,681,10,0,64,581,46,24,5,31,41,4,15,0,672,60,612,0,19,57,17,34,60,36,24,54,6,0,610,2,691,612,60,0,124,72,2020-04-06 20:28:54.221889
063,JACKSON,125,2,0,12,28,18,22,20,12,9,2,0,0,0,0,3,1,0,0,0,0,0,46,0 to 86,32,28 to 38,3,0,71,52,2,122,3,0,18,91,16,3,0,1,4,0,0,0,124,4,119,1,1,18,13,8,4,1,3,3,1,0,118,2,125,120,4,0,9,3,2020-04-06 20:28:54.221889
065,JEFFERSON,39,2,2,1,2,7,6,11,2,3,2,1,0,0,0,0,0,0,0,0,2,1,49,1 to 93,82,76 to 93,3,0,19,18,2,38,1,0,10,28,1,0,2,1,2,0,1,0,34,3,31,0,5,1,4,8,3,2,1,3,0,0,31,0,39,31,3,0,14,8,2020-04-06 20:28:54.221889
067,LAFAYETTE,26,1,0,3,3,7,3,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,47,0 to 86,NA,NA,0,0,15,11,0,26,0,0,6,20,0,0,0,0,0,0,0,0,25,0,25,0,1,4,10,0,0,0,0,0,0,0,25,0,26,25,0,0,0,0,2020-04-06 20:28:54.221889
069,LAKE,2035,62,33,140,276,247,331,334,290,249,71,2,0,0,4,4,13,21,22,25,17,1,51,0 to 101,58,17 to 86,100,0,1198,806,31,2019,16,0,86,1904,45,25,39,43,51,30,26,2,2025,107,1914,4,10,51,45,81,107,48,59,100,7,0,1906,9,2035,1915,107,2,195,148,2020-04-06 20:28:54.221889
071,LEE,3982,58,50,247,552,568,662,677,634,402,130,2,1,1,20,50,48,56,71,80,60,13,52,0 to 100,56,2 to 100,378,0,2329,1579,74,3947,34,1,276,3635,71,127,188,85,165,157,78,14,3960,400,3559,1,22,107,57,262,400,199,196,377,22,1,3549,10,3982,3559,400,14,560,443,2020-04-06 20:28:54.221889
073,LEON,1205,37,26,173,219,187,186,186,125,51,15,0,0,0,6,16,11,8,10,7,0,1,43,0 to 95,44,19 to 86,59,0,687,473,45,1202,2,1,37,1135,33,25,10,24,40,8,11,0,1202,59,1143,0,3,30,19,32,59,31,26,58,0,1,1141,2,1205,1143,59,0,166,115,2020-04-06 20:28:54.221889
075,LEVY,168,4,7,16,23,21,32,20,27,14,4,0,0,0,0,0,0,1,3,0,0,0,48,0 to 118,57,48 to 64,4,0,114,54,0,168,0,0,18,150,0,2,1,1,2,1,1,0,167,4,163,0,1,7,12,3,4,1,3,4,0,0,163,0,168,163,4,0,7,6,2020-04-06 20:28:54.221889
077,LIBERTY,12,1,2,1,3,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,2 to 76,NA,NA,0,0,9,3,0,12,0,0,0,12,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,12,0,12,12,0,0,0,0,2020-04-06 20:28:54.221889
079,MADISON,63,5,0,5,7,7,12,8,10,7,2,0,2,0,2,2,0,2,2,1,0,0,49,0 to 88,35,0 to 66,10,0,40,21,2,62,1,0,13,47,3,4,4,3,10,0,1,0,63,11,52,0,0,6,1,9,11,4,7,10,1,0,52,0,63,52,11,0,34,33,2020-04-06 20:28:54.221889
081,MANATEE,982,15,17,59,118,134,176,180,153,86,43,1,0,2,5,17,17,29,22,29,22,2,52,0 to 100,55,14 to 86,145,0,580,379,23,975,7,0,91,874,17,6,118,21,54,59,32,5,980,145,835,0,2,71,49,34,145,68,76,145,0,0,828,7,982,835,145,5,179,112,2020-04-06 20:28:54.221889
083,MARION,1295,24,20,108,142,160,200,222,244,120,52,3,0,0,3,10,9,12,11,8,1,1,52,0 to 118,48,19 to 88,52,0,780,486,29,1289,6,0,64,1173,58,40,1,14,49,0,6,2,1096,55,1039,2,199,225,379,70,55,22,33,52,3,0,1038,1,1295,1039,55,2,100,90,2020-04-06 20:28:54.221889
085,MARTIN,795,12,8,39,79,98,122,152,148,95,42,0,0,0,4,7,4,15,25,14,16,0,55,1 to 99,58,20 to 84,82,0,443,330,22,792,3,0,41,727,27,33,28,24,46,24,15,0,790,85,705,0,5,32,20,29,85,50,35,82,3,0,705,0,795,705,85,0,58,51,2020-04-06 20:28:54.221889
087,MONROE,511,5,4,32,66,86,98,103,77,28,12,0,0,0,5,7,6,10,7,6,5,0,50,0 to 92,49,19 to 80,40,0,295,215,1,488,23,0,69,386,56,15,20,11,35,4,7,2,425,46,379,0,86,100,158,35,46,23,23,40,6,0,363,16,511,379,46,2,124,110,2020-04-06 20:28:54.221889
089,NASSAU,432,4,6,34,72,68,67,81,56,36,8,0,0,0,2,4,3,3,5,6,2,0,49,1 to 92,52,21 to 84,25,0,258,150,24,428,4,0,17,397,18,8,7,10,20,1,4,0,432,25,407,0,0,20,8,12,25,11,14,25,0,0,403,4,432,407,25,0,21,18,2020-04-06 20:28:54.221889
091,OKALOOSA,606,26,22,41,109,105,89,97,66,37,12,2,1,0,2,12,10,8,10,9,10,3,45,0 to 102,53,3 to 88,62,0,361,227,18,601,4,1,87,475,44,37,4,24,55,0,10,1,566,65,501,0,40,65,24,79,65,33,32,61,3,1,500,1,606,501,65,1,249,152,2020-04-06 20:28:54.221889
